date,forecast_mwh,actual_mwh,imbalance_mwh,absolute_imbalance_mwh
2024-04-15,118.358311,119.15100626,0.79269526,1.0832725600000002
2024-04-16,117.994976,119.74890695,1.75393095,1.76245383
2024-04-17,117.632341,119.0191103,1.3867693,1.3867693
2024-04-18,117.272051,118.57879254,1.30674154,1.34390704
2024-04-19,116.912321,120.34540181,3.43308081,3.43308081
2024-04-20,124.677594,126.70509866,2.02750466,2.02750466
2024-04-21,109.912141,109.65700994,-0.25513106,0.8603129
2024-04-22,115.840936,117.28162616,1.44069016,1.44402148
2024-04-23,115.486806,118.03555267,2.54874667,2.5487466700000003
2024-04-24,115.133936,115.25311822,0.11918222,0.88667524
2024-04-25,114.783621,116.61487795000001,1.83125695,1.83330985
2024-04-26,114.434391,115.18558904,0.75119804,1.3106942
2024-04-27,121.920924,119.37180383,-2.54912017,2.54912017
2024-04-28,107.390426,106.01918556,-1.37124044,1.38684524
2024-04-29,113.398846,110.76257543,-2.63627057,2.64735713
2024-04-30,113.058051,108.75623237,-4.30181863,4.30181863
2024-05-01,106.33867599999999,102.43569001,-3.90298599,3.9029859899999995
2024-05-02,112.382796,107.45129025,-4.93150575,4.93150575
2024-05-03,112.048861,108.00766328,-4.04119772,4.0411977199999995
2024-05-04,119.269849,114.4258403,-4.8440087,4.8440087
2024-05-05,104.970106,102.78448396,-2.18562204,2.18562204
2024-05-06,111.060321,107.39173549,-3.66858551,3.66858551
2024-05-07,110.736361,106.80177926,-3.93458174,3.93458174
2024-05-08,110.414291,107.65778901,-2.75650199,2.75650199
2024-05-09,103.642941,99.267638,-4.375303,4.375303000000001
2024-05-10,109.778901,105.02155064,-4.75735036,4.75735036
2024-05-11,116.754469,110.88401565,-5.87045335,5.87045335
2024-05-12,102.677536,98.51409291,-4.16344309,4.16344309
2024-05-13,108.847726,103.7790444,-5.0686816,5.0686816
2024-05-14,108.543926,105.33251038,-3.21141562,3.2114156200000004
2024-05-15,110.797573,109.15294043,-1.64463257,1.64463257
2024-05-16,110.487263,109.23554068,-1.25172232,1.27608628
2024-05-17,110.17957799999999,110.92671673,0.74713873,0.9203533099999999
2024-05-18,113.77821899999999,112.45172493,-1.32649407,1.3990052899999998
2024-05-19,102.594782,101.53296534,-1.06181666,1.18162164
2024-05-20,102.292977,100.85533113,-1.4376458699999999,1.4540913899999999
2024-05-21,108.983873,108.12205699,-0.86181601,0.9918934699999999
2024-05-22,108.693828,108.29481254,-0.39901546,0.7762271000000001
2024-05-23,108.406758,106.7504769,-1.6562811,1.6562811000000002
2024-05-24,108.124868,106.63220607,-1.49266193,1.50453511
2024-05-25,111.592329,111.32529084,-0.26703816,0.6174306199999999
2024-05-26,100.563907,101.43406561,0.8701586099999999,1.0560744899999999
2024-05-27,107.301458,110.70795662,3.40649862,3.40649862
2024-05-28,107.033988,112.37819706,5.34420906,5.344209060000001
2024-05-29,106.771593,111.18553803,4.41394503,4.413945030000001
2024-05-30,106.513083,112.80592462,6.29284162,6.29284162
2024-05-31,106.258528,111.69397033,5.43544233,5.43544233
2024-06-01,109.610664,114.45615701,4.84549301,4.84549301
2024-06-02,98.728787,101.52566311,2.79687611,2.79687611
2024-06-03,105.520728,110.24182124000001,4.72109324,4.72109324
2024-06-04,105.283218,107.67643255,2.39321455,2.3932145499999997
2024-06-05,105.051098,105.71989446,0.66879646,0.71810094
2024-06-06,104.821883,104.60640492,-0.21547808000000002,0.55464216
2024-06-07,104.598058,103.93885387,-0.65920413,0.84927441
2024-06-08,107.854434,107.25058631,-0.60384769,0.7533680700000001
2024-06-09,97.107307,98.14796464,1.04065764,1.21285544
2024-06-10,103.953113,106.21725676,2.26414376,2.2641437599999996
2024-06-11,103.747873,107.91634152,4.16846852,4.168468519999999
2024-06-12,103.546343,107.097576,3.551233,3.551233
2024-06-13,103.349783,105.96780211,2.61801911,2.61801911
2024-06-14,103.158228,106.64873201,3.49050401,3.4905040100000004
2024-06-15,106.337814,110.525727,4.187913,4.187913
2024-06-16,95.714132,98.39004977,2.67591777,2.67591777
2024-06-17,102.612718,105.07351681,2.46079881,2.46079881
2024-06-18,102.440693,102.66919883,0.22850583,0.59121583
2024-06-19,102.273813,102.88249488,0.60868188,0.71009736
2024-06-20,102.110573,101.73489149,-0.37568151,0.81597111
2024-06-21,101.953493,100.42213064,-1.53136236,1.60372658
2024-06-22,105.076099,105.69300564,0.61690664,0.76652784
2024-06-23,94.562002,94.93665879,0.37465679,0.62610189
2024-06-24,101.511338,100.54383779,-0.96750021,1.10819133
2024-06-25,101.374663,100.96533214,-0.40933086,0.68136278
2024-06-26,101.241943,99.58362416,-1.65831884,1.6583188400000002
2024-06-27,101.115138,101.46071925,0.34558125,0.62650637
2024-06-28,100.993478,99.76917554,-1.22430246,1.2243024599999999
2024-06-29,104.080454,103.43491436,-0.64553964,0.73766238
2024-06-30,93.660857,93.13967439,-0.52118261,0.7104521699999999
2024-07-01,100.659333,101.24243519,0.58310219,0.8372505499999999
2024-07-02,100.559023,102.17763789,1.61861489,1.62222891
2024-07-03,100.463613,101.36050725,0.89689425,1.0549394699999999
2024-07-04,100.373243,101.35949299,0.98624999,0.99285405
2024-07-05,100.287808,100.09995805,-0.18784995000000002,0.99296329
2024-07-06,103.359349,100.12323266,-3.23611634,3.23611634
2024-07-07,93.019622,91.25729913,-1.76232287,1.7623228700000002
2024-07-08,100.064438,98.00537443,-2.05906357,2.0590635699999997
2024-07-09,100.000983,100.19413188,0.19314888,0.5528997
2024-07-10,99.942918,98.88684651,-1.05607149,1.3723376100000002
2024-07-11,99.889718,98.90518658,-0.9845314199999999,1.0691974000000002
2024-07-12,99.842643,99.10602473,-0.73661827,0.7769385099999999
2024-07-13,102.91978399999999,104.44195563,1.5221716299999999,1.52217163
2024-07-14,92.645087,93.23139281,0.58630581,0.6462207099999999
2024-07-15,99.732603,101.01821668,1.28561368,1.34461942
2024-07-16,99.707053,102.45092369,2.74387069,2.7438706899999996
2024-07-17,99.686438,103.02170251,3.33526451,3.33526451
2024-07-18,99.671493,103.55243101,3.88093801,3.8809380100000004
2024-07-19,99.661833,102.94406307999999,3.28223008,3.28223008
2024-07-20,102.766064,104.8585803,2.0925163,2.0925162999999998
2024-07-21,92.539527,93.03491422,0.49538722,0.5279109399999999
2024-07-22,99.666663,98.74903037,-0.91763263,0.9698475499999999
2024-07-23,99.678493,97.73993572,-1.93855728,1.9385572800000002
2024-07-24,99.696168,99.35970971,-0.33645829,0.68088719
2024-07-25,99.719758,98.80028567,-0.9194723300000001,0.99279643
2024-07-26,99.748318,97.98534285,-1.76297515,1.76297515
2024-07-27,102.900779,100.64339083,-2.25738817,2.25779841
2024-07-28,92.703922,92.93824191,0.23431991,0.69528789
2024-07-29,99.867143,98.84458172,-1.02256128,1.04997512
2024-07-30,99.918243,100.78117537,0.86293237,1.1206887700000001
2024-07-31,99.974278,100.99918924,1.02491124,1.2735509
2024-08-01,100.035143,101.37575546,1.34061246,1.44258208
2024-08-02,100.102133,101.20864072,1.10650772,1.2449262600000002
2024-08-03,103.322354,105.51633187,2.19397787,2.19397787
2024-08-04,93.139357,94.12878224,0.98942524,1.078674
2024-08-05,100.334988,98.67222622999999,-1.66276177,1.66276177
2024-08-06,100.422418,98.15000837,-2.27240963,2.2724096300000003
2024-08-07,100.516743,97.45613129,-3.06061171,3.06061171
2024-08-08,100.615023,99.38616321,-1.22885979,1.27568249
2024-08-09,100.719183,98.17473606,-2.54444694,2.54444694
2024-08-10,104.028794,103.71755437,-0.31123963,0.56693043
2024-08-11,93.842297,93.00152353,-0.84077347,0.8430845100000001
2024-08-12,101.063968,101.95542394,0.8914559400000001,1.0339876000000001
2024-08-13,101.190003,101.62703741,0.43703441,0.96131583
2024-08-14,101.320693,101.41825947,0.09756646999999999,0.45371260999999996
2024-08-15,101.456108,99.11637518,-2.33973282,2.3398285999999997
2024-08-16,101.597648,98.62430658,-2.97334142,2.9733414199999997
2024-08-17,105.013694,103.95359888,-1.06009512,1.1304260799999999
2024-08-18,94.805917,93.40275465,-1.4031623500000001,1.4192540299999998
2024-08-19,102.05184299999999,101.74887266,-0.30297034,0.6823944599999999
2024-08-20,102.212808,102.40196037,0.18915237000000001,0.51654299
2024-08-21,102.379933,104.4086586,2.0287256,2.0287256
2024-08-22,102.550943,103.13552977,0.58458677,0.72926661
2024-08-23,102.727973,100.73917052,-1.98880248,1.9927480799999997
2024-08-24,106.270894,105.94029098,-0.33060302,0.6000660600000001
2024-08-25,96.024897,92.72660564,-3.29829136,3.2982913600000003
2024-08-26,103.287833,100.63087805,-2.65695495,2.6569549499999994
2024-08-27,103.484463,98.96968022,-4.51478278,4.514782779999999
2024-08-28,103.685783,98.59134964,-5.09443336,5.09443336
2024-08-29,103.891513,99.44459068,-4.44692232,4.4469223200000005
2024-08-30,104.102633,100.01416184,-4.08847116,4.08847116
2024-08-31,107.789649,104.05025013,-3.73939887,3.73939887
2024-09-01,97.488072,94.90903173,-2.57904027,2.57904027
2024-09-02,104.763713,103.31708139,-1.44663161,1.47539587
2024-09-03,104.994048,104.62349068,-0.37055732,0.61755268
2024-09-04,105.227988,104.7241612,-0.5038268,0.99453594
2024-09-05,105.466723,103.81378787,-1.65293513,1.7350842699999998
2024-09-06,105.710043,102.75502833,-2.95501467,2.95501467
2024-09-07,109.556484,108.90866077,-0.64782323,0.79194841
2024-09-08,99.183472,99.07712286,-0.10634914000000001,0.89238354
2024-09-09,106.466883,106.57113986,0.10425686,0.6920404
2024-09-10,106.728473,107.89991258,1.17143958,1.18645202
2024-09-11,106.993493,109.0280574,2.0345644,2.0345644
2024-09-12,107.262993,109.06192406,1.79893106,1.81732564
2024-09-13,107.537113,110.54836824,3.01125524,3.01125524
2024-09-14,111.558309,115.60603397,4.04772497,4.047724970000001
2024-09-15,99.081391,102.31055433,3.22916333,3.2291633300000004
2024-09-16,105.929321,109.14284804,3.2135270400000002,3.2135270400000002
2024-09-17,106.207991,109.56564225,3.35765125,3.35765125
2024-09-18,106.489496,107.93486699,1.44537099,1.4590351899999998
2024-09-19,106.774606,108.19435632,1.4197503200000001,1.5451734199999998
2024-09-20,107.064756,107.44927664,0.38452064,0.94400792
2024-09-21,114.396974,114.55359851,0.15662451,0.48605165000000006
2024-09-22,101.134666,101.8535872,0.7189212,0.9118627399999999
2024-09-23,107.953406,108.68252432,0.72911832,1.099132
2024-09-24,108.257661,108.15917273,-0.09848827,0.6102329900000001
2024-09-25,108.564401,110.2635651,1.6991641,1.6991641000000002
2024-09-26,108.874256,109.7875631,0.9133071,1.00771342
2024-09-27,109.187681,110.13642507,0.94874407,0.99247341
2024-09-28,116.797799,120.49232238,3.69452338,3.69452338
2024-09-29,103.365461,107.17206234,3.80660134,3.80660134
2024-09-30,110.147976,114.31587644,4.16790044,4.16790044
2024-10-01,110.473686,115.484791,5.011105,5.011105000000001
2024-10-02,110.803141,114.46971551,3.66657451,3.6665745100000002
2024-10-03,104.711806,106.877189,2.165383,2.1659832
2024-10-04,111.469821,114.77251614,3.30269514,3.30269514
2024-10-05,119.371979,121.3008309,1.9288519,1.9288519000000002
2024-10-06,105.752671,106.44812502,0.69545402,0.97198176
2024-10-07,112.491296,112.04198171,-0.44931429,0.71730641
2024-10-08,112.837691,114.64913863,1.81144763,1.86489061
2024-10-09,113.185871,115.29527428,2.10940328,2.10940328
2024-10-10,113.536221,113.95495038,0.41872938,0.79829324
2024-10-11,113.889441,112.25494794,-1.63449306,1.64377698
2024-10-12,122.096834,122.71069033,0.61385633,0.93287507
2024-10-13,108.274316,109.60318157,1.32886557,1.40254059
2024-10-14,114.963381,118.25012708,3.28674608,3.2867460799999995
2024-10-15,115.324896,116.84408674,1.51919074,1.52500506
2024-10-16,115.689316,119.45182859,3.76251259,3.76251259
2024-10-17,116.055381,119.30223959,3.24685859,3.24685859
2024-10-18,116.423546,119.67868104,3.25513504,3.25533668
2024-10-19,124.944609,127.27656421,2.33195521,2.3319552100000003
2024-10-20,110.906456,116.03692951,5.13047351,5.13047351
2024-10-21,117.537176,122.54353138,5.0063553800000005,5.0063553800000005
2024-10-22,117.912166,123.53838786,5.62622186,5.626221859999999
2024-10-23,118.288766,122.69215953,4.40339353,4.40339353
2024-10-24,118.666101,123.85967607,5.19357507,5.1935750700000005
2024-10-25,119.044661,122.63264502999999,3.58798403,3.5879840300000003
2024-10-26,127.887339,135.28136871,7.39402971,7.39402971
2024-10-27,115.764384,120.43536159,4.67097759,4.670977590000001
2024-10-28,120.188426,121.70700311,1.51857711,1.57546651
2024-10-29,120.571571,122.32798178,1.75641078,1.7564268200000002
2024-10-30,120.955661,122.96209371,2.00643271,2.00643271
2024-10-31,121.340696,124.30603884,2.96534284,2.96534284
2024-11-01,118.016319,121.35302861,3.33670961,3.3367096099999998
2024-11-02,127.029168,132.42051593,5.39134793,5.39134793
2024-11-03,113.694584,117.42586436,3.73128036,3.7312803600000004
2024-11-04,119.116859,122.45629804000001,3.33943904,3.3394390400000002
2024-11-05,119.484534,122.65484828,3.17031428,3.17031428
2024-11-06,119.852314,123.2436329,3.3913189,3.3913189
2024-11-07,120.219954,122.36398862,2.1440346200000002,2.1440346200000002
2024-11-08,120.587839,121.04816525,0.46032625,0.70198609
2024-11-09,129.935148,133.71978286,3.78463486,3.7846348599999997
2024-11-10,116.399174,117.99907132,1.59989732,1.60988638
2024-11-11,121.692334,122.83497915,1.14264515,1.35181453
2024-11-12,122.059764,122.34564696,0.28588296,0.9458860599999999
2024-11-13,122.426284,122.63466582,0.20838182,0.49453431999999997
2024-11-14,122.792279,122.75081879,-0.04146021000000001,0.92294293
2024-11-15,123.158379,121.88345236,-1.27492664,1.3622770600000003
2024-11-16,132.834093,133.00022859,0.16613559,0.94174917
2024-11-17,119.093579,120.66584762,1.57226862,1.85423776
2024-11-18,124.251814,122.5417095,-1.7101045,1.7117803
2024-11-19,124.614309,123.34555103,-1.26875797,1.33605329
2024-11-20,124.975684,123.36214113,-1.61354287,1.6198260899999999
2024-11-21,125.336324,124.13497599,-1.20134801,1.45277301
2024-11-22,125.695249,127.79955142,2.10430242,2.10430242
2024-11-23,135.691108,133.99209946,-1.69900854,1.7175938200000003
2024-11-24,121.741959,119.25892805,-2.48303095,2.48324665
2024-11-25,126.763484,124.92047439,-1.84300961,1.8438600900000002
2024-11-26,127.116144,125.2923381,-1.8238059,1.8238059
2024-11-27,127.467649,123.68546792,-3.78218108,3.78218108
2024-11-28,127.816494,125.19265807,-2.62383593,2.62383593
2024-11-29,128.164009,125.19609198,-2.96791702,2.968318
2024-11-30,138.464403,136.47656667,-1.98783633,2.01101077
2024-12-01,124.308264,124.42194086,0.11367685999999999,0.6589118200000001
2024-12-02,129.191294,128.7337511,-0.4575429,0.72126894
2024-12-03,129.529569,127.06635257,-2.46321643,2.46363103
2024-12-04,129.865324,126.43570557,-3.42961843,3.42961843
2024-12-05,130.197334,125.88354636,-4.31378764,4.31378764
2024-12-06,130.527559,126.67161133,-3.85594767,3.85594767
2024-12-07,141.113168,134.93083739,-6.18233061,6.182330609999999
2024-12-08,126.752804,123.73807968,-3.01472432,3.01472432
2024-12-09,131.498844,131.45084243,-0.04800156999999999,0.56622209
2024-12-10,131.816574,135.09767598,3.28110198,3.28110198
2024-12-11,132.130664,137.47876906,5.34810506,5.34810506
2024-12-12,132.441324,139.51963309,7.07830909,7.07830909
2024-12-13,132.748519,137.21761411,4.46909511,4.4690951100000005
2024-12-14,143.595053,145.20978462,1.61473162,1.61473162
2024-12-15,129.035539,129.16675059,0.13121159,0.68396303
2024-12-16,133.646129,132.1926178,-1.4535112000000001,1.4977031600000001
2024-12-17,133.937294,133.77128183,-0.16601217,0.60472327
2024-12-18,134.224784,131.78643933,-2.43834467,2.47045011
2024-12-19,134.507619,132.99584039,-1.51177861,1.72040201
2024-12-20,134.785099,131.27605033,-3.50904867,3.5090486700000003
2024-12-21,145.862178,141.5130704,-4.3491076,4.3491076
2024-12-22,131.112824,126.56794881,-4.54487519,4.544875190000001
2024-12-23,135.592094,131.37705223,-4.21504177,4.21504177
2024-12-24,146.756218,140.92614219,-5.83007581,5.83007581
2024-12-25,131.929689,129.93863606,-1.9910529399999999,1.99315614
2024-12-26,132.190299,131.63729171,-0.55300729,1.0200707699999998
2024-12-27,136.597259,135.45001052,-1.14724848,1.1871962200000001
2024-12-28,147.866908,145.54569491,-2.32121309,2.3212130899999996
2024-12-29,132.939614,126.45262463,-6.48698937,6.48698937
2024-12-30,137.293164,134.58002587,-2.71313813,2.71313813
2024-12-31,148.634108,146.04028646,-2.59382154,2.5940873600000005
