timestamp_utc,timestamp_local,forecast_load_mw,actual_load_mw,forecast_error_mw,imbalance_price_eur_mwh
2024-01-15T13:45:00Z,2024-01-15T14:45:00+01:00,6.128008,6.13289364,0.00488564,65.83
2024-01-15T14:00:00Z,2024-01-15T15:00:00+01:00,6.037696,6.04286495,0.00516895,70.61
2024-01-15T14:15:00Z,2024-01-15T15:15:00+01:00,5.9688,5.97844707,0.00964707,64.24
2024-01-15T14:30:00Z,2024-01-15T15:30:00+01:00,5.915604,5.92976867,0.01416467,67.66
2024-01-15T14:45:00Z,2024-01-15T15:45:00+01:00,5.89376,5.89837861,0.00461861,65.72
2024-01-15T15:00:00Z,2024-01-15T16:00:00+01:00,5.89946,5.86080319,-0.03865681,58.51
2024-01-15T15:15:00Z,2024-01-15T16:15:00+01:00,5.95198,5.92744892,-0.02453108,68.55
2024-01-15T15:30:00Z,2024-01-15T16:30:00+01:00,6.067036,6.05541227,-0.01162373,66.58
2024-01-15T15:45:00Z,2024-01-15T16:45:00+01:00,6.274468,6.23780839,-0.03665961,67.96
2024-01-15T16:00:00Z,2024-01-15T17:00:00+01:00,6.57442,6.49754956,-0.07687044,69.99
2024-01-15T16:15:00Z,2024-01-15T17:15:00+01:00,6.947644,6.86637915,-0.08126485,69.54
2024-01-15T16:30:00Z,2024-01-15T17:30:00+01:00,7.36538,7.28287661,-0.08250339,130.74
2024-01-15T16:45:00Z,2024-01-15T17:45:00+01:00,7.7964,7.73259907,-0.06380093,131.04
2024-01-15T17:00:00Z,2024-01-15T18:00:00+01:00,8.213896,8.17170958,-0.04218642,69.88
2024-01-15T17:15:00Z,2024-01-15T18:15:00+01:00,8.593924,8.57572435,-0.01819965,70.22
2024-01-15T17:30:00Z,2024-01-15T18:30:00+01:00,8.92196,8.87158307,-0.05037693,62.38
2024-01-15T17:45:00Z,2024-01-15T18:45:00+01:00,9.18644,9.14558582,-0.04085418,47.76
2024-01-15T18:00:00Z,2024-01-15T19:00:00+01:00,9.368816,9.31303179,-0.05578421,129.72
2024-01-15T18:15:00Z,2024-01-15T19:15:00+01:00,9.452188,9.42539636,-0.02679164,130.41
2024-01-15T18:30:00Z,2024-01-15T19:30:00+01:00,9.416164,9.43730923,0.02114523,128.52
2024-01-15T18:45:00Z,2024-01-15T19:45:00+01:00,9.242516,9.2803731,0.0378571,71.16
2024-01-15T19:00:00Z,2024-01-15T20:00:00+01:00,8.932792,9.00509467,0.07230267,69.87
2024-01-15T19:15:00Z,2024-01-15T20:15:00+01:00,8.525072,8.59597405,0.07090205,42.76
2024-01-15T19:30:00Z,2024-01-15T20:30:00+01:00,8.085952,8.18147959,0.09552759,60.67
2024-01-15T19:45:00Z,2024-01-15T20:45:00+01:00,7.672864,7.74793167,0.07506767,56.79
2024-01-15T20:00:00Z,2024-01-15T21:00:00+01:00,7.333324,7.40019941,0.06687541,56.71
2024-01-15T20:15:00Z,2024-01-15T21:15:00+01:00,7.05154,7.08467742,0.03313742,53.78
2024-01-15T20:30:00Z,2024-01-15T21:30:00+01:00,6.797764,6.79684567,-0.00091833,55.4
2024-01-15T20:45:00Z,2024-01-15T21:45:00+01:00,6.541292,6.56236083,0.02106883,44.68
2024-01-15T21:00:00Z,2024-01-15T22:00:00+01:00,6.257056,6.30394426,0.04688826,124.37
2024-01-15T21:15:00Z,2024-01-15T22:15:00+01:00,5.947128,5.9967362,0.0496082,124.58
2024-01-15T21:30:00Z,2024-01-15T22:30:00+01:00,5.618396,5.6680538,0.0496578,124.58
2024-01-15T21:45:00Z,2024-01-15T22:45:00+01:00,5.271224,5.33386379,0.06263979,126.03
2024-01-15T22:00:00Z,2024-01-15T23:00:00+01:00,4.918336,5.0033149,0.0849789,68.62
2024-01-15T22:15:00Z,2024-01-15T23:15:00+01:00,4.558708,4.61025799,0.05154999,63.79
2024-01-15T22:30:00Z,2024-01-15T23:30:00+01:00,4.201044,4.27045942,0.06941542,53.29
2024-01-15T22:45:00Z,2024-01-15T23:45:00+01:00,3.84566,3.93133316,0.08567316,-38.4
2024-01-15T23:00:00Z,2024-01-16T00:00:00+01:00,3.50234,3.6099205,0.1075805,10.96
2024-01-15T23:15:00Z,2024-01-16T00:15:00+01:00,3.180572,3.27786837,0.09729637,31.24
2024-01-15T23:30:00Z,2024-01-16T00:30:00+01:00,2.898708,2.98322995,0.08452195,34.88
2024-01-15T23:45:00Z,2024-01-16T00:45:00+01:00,2.659492,2.73615985,0.07666785,29.79
2024-01-16T00:00:00Z,2024-01-16T01:00:00+01:00,2.480772,2.55158135,0.07080935,125.37
2024-01-16T00:15:00Z,2024-01-16T01:15:00+01:00,2.353952,2.41603105,0.06207905,66.05
2024-01-16T00:30:00Z,2024-01-16T01:30:00+01:00,2.269188,2.32500642,0.05581842,43.1
2024-01-16T00:45:00Z,2024-01-16T01:45:00+01:00,2.212136,2.28230965,0.07017365,31.4
2024-01-16T01:00:00Z,2024-01-16T02:00:00+01:00,2.173568,2.23322184,0.05965384,29.25
2024-01-16T01:15:00Z,2024-01-16T02:15:00+01:00,2.145552,2.20041955,0.05486755,29.88
2024-01-16T01:30:00Z,2024-01-16T02:30:00+01:00,2.132356,2.19533338,0.06297738,30.95
2024-01-16T01:45:00Z,2024-01-16T02:45:00+01:00,2.117228,2.18032533,0.06309733,31.39
2024-01-16T02:00:00Z,2024-01-16T03:00:00+01:00,2.104244,2.1682338,0.0639898,128.05
2024-01-16T02:15:00Z,2024-01-16T03:15:00+01:00,2.0992,2.16268084,0.06348084,122.09
2024-01-16T02:30:00Z,2024-01-16T03:30:00+01:00,2.094,2.15904281,0.06504281,33.39
2024-01-16T02:45:00Z,2024-01-16T03:45:00+01:00,2.105728,2.17296927,0.06724127,28.02
2024-01-16T03:00:00Z,2024-01-16T04:00:00+01:00,2.126372,2.18975451,0.06338251,25.15
2024-01-16T03:15:00Z,2024-01-16T04:15:00+01:00,2.162492,2.22313702,0.06064502,31.31
2024-01-16T03:30:00Z,2024-01-16T04:30:00+01:00,2.202976,2.26925001,0.06627401,127.33
2024-01-16T03:45:00Z,2024-01-16T04:45:00+01:00,2.248932,2.30653333,0.05760133,129.42
2024-01-16T04:00:00Z,2024-01-16T05:00:00+01:00,2.300156,2.35453801,0.05438201,125.99
2024-01-16T04:15:00Z,2024-01-16T05:15:00+01:00,2.4069,2.44701975,0.04011975,117.3
2024-01-16T04:30:00Z,2024-01-16T05:30:00+01:00,2.62114,2.67533675,0.05419675,126.72
2024-01-16T04:45:00Z,2024-01-16T05:45:00+01:00,2.996244,3.0391575,0.0429135,128.9
2024-01-16T05:00:00Z,2024-01-16T06:00:00+01:00,3.5618,3.61937812,0.05757812,126.66
2024-01-16T05:15:00Z,2024-01-16T06:15:00+01:00,4.251792,4.32789794,0.07610594,127.09
2024-01-16T05:30:00Z,2024-01-16T06:30:00+01:00,4.970968,5.05508264,0.08411464,63.0
2024-01-16T05:45:00Z,2024-01-16T06:45:00+01:00,5.626744,5.71329912,0.08655512,64.63
2024-01-16T06:00:00Z,2024-01-16T07:00:00+01:00,6.146156,6.26710233,0.12094633,65.0
2024-01-16T06:15:00Z,2024-01-16T07:15:00+01:00,6.540544,6.67004014,0.12949614,61.67
2024-01-16T06:30:00Z,2024-01-16T07:30:00+01:00,6.836764,6.96802268,0.13125868,142.42
2024-01-16T06:45:00Z,2024-01-16T07:45:00+01:00,7.064912,7.21416357,0.14925157,142.18
2024-01-16T07:00:00Z,2024-01-16T08:00:00+01:00,7.250784,7.39951748,0.14873348,64.48
2024-01-16T07:15:00Z,2024-01-16T08:15:00+01:00,7.389784,7.53760596,0.14782196,65.22
2024-01-16T07:30:00Z,2024-01-16T08:30:00+01:00,7.464132,7.60520811,0.14107611,134.3
2024-01-16T07:45:00Z,2024-01-16T08:45:00+01:00,7.467704,7.62017886,0.15247486,144.35
2024-01-16T08:00:00Z,2024-01-16T09:00:00+01:00,7.390168,7.50863614,0.11846814,164.95
2024-01-16T08:15:00Z,2024-01-16T09:15:00+01:00,7.262984,7.36041088,0.09742688,166.87
2024-01-16T08:30:00Z,2024-01-16T09:30:00+01:00,7.107768,7.16779794,0.06002994,200.52
2024-01-16T08:45:00Z,2024-01-16T09:45:00+01:00,6.96948,7.05570271,0.08622271,167.79
2024-01-16T09:00:00Z,2024-01-16T10:00:00+01:00,6.869532,6.98235667,0.11282467,70.93
2024-01-16T09:15:00Z,2024-01-16T10:15:00+01:00,6.805248,6.8620529,0.0568049,70.63
2024-01-16T09:30:00Z,2024-01-16T10:30:00+01:00,6.776276,6.84990517,0.07362917,69.03
2024-01-16T09:45:00Z,2024-01-16T10:45:00+01:00,6.782404,6.84927836,0.06687436,124.47
2024-01-16T10:00:00Z,2024-01-16T11:00:00+01:00,6.81674,6.85603008,0.03929008,134.09
2024-01-16T10:15:00Z,2024-01-16T11:15:00+01:00,6.874332,6.87624726,0.00191526,71.77
2024-01-16T10:30:00Z,2024-01-16T11:30:00+01:00,6.957936,6.9708573,0.0129213,71.92
2024-01-16T10:45:00Z,2024-01-16T11:45:00+01:00,7.06852,7.07111194,0.00259194,35.3
2024-01-16T11:00:00Z,2024-01-16T12:00:00+01:00,7.197424,7.20635633,0.00893233,61.49
2024-01-16T11:15:00Z,2024-01-16T12:15:00+01:00,7.316724,7.35470838,0.03798438,47.02
2024-01-16T11:30:00Z,2024-01-16T12:30:00+01:00,7.38898,7.42065317,0.03167317,61.15
2024-01-16T11:45:00Z,2024-01-16T12:45:00+01:00,7.388896,7.43923835,0.05034235,45.16
2024-01-16T12:00:00Z,2024-01-16T13:00:00+01:00,7.290012,7.29859857,0.00858657,128.0
2024-01-16T12:15:00Z,2024-01-16T13:15:00+01:00,7.118744,7.13964514,0.02090114,129.45
2024-01-16T12:30:00Z,2024-01-16T13:30:00+01:00,6.907224,6.92531645,0.01809245,129.36
2024-01-16T12:45:00Z,2024-01-16T13:45:00+01:00,6.697324,6.74703056,0.04970656,71.6
2024-01-16T13:00:00Z,2024-01-16T14:00:00+01:00,6.51288,6.58158632,0.06870632,75.84
2024-01-16T13:15:00Z,2024-01-16T14:15:00+01:00,6.361264,6.44344712,0.08218312,74.07
2024-01-16T13:30:00Z,2024-01-16T14:30:00+01:00,6.236912,6.3241983,0.0872863,74.61
2024-01-16T13:45:00Z,2024-01-16T14:45:00+01:00,6.128568,6.18480806,0.05624006,71.98
2024-01-16T14:00:00Z,2024-01-16T15:00:00+01:00,6.038256,6.08182807,0.04357207,49.1
2024-01-16T14:15:00Z,2024-01-16T15:15:00+01:00,5.96922,5.99335675,0.02413675,54.32
2024-01-16T14:30:00Z,2024-01-16T15:30:00+01:00,5.916024,5.96180931,0.04578531,43.26
2024-01-16T14:45:00Z,2024-01-16T15:45:00+01:00,5.89418,5.92518079,0.03100079,61.86
2024-01-16T15:00:00Z,2024-01-16T16:00:00+01:00,5.90002,5.99259615,0.09257615,126.93
2024-01-16T15:15:00Z,2024-01-16T16:15:00+01:00,5.9524,6.07195138,0.11955138,128.18
2024-01-16T15:30:00Z,2024-01-16T16:30:00+01:00,6.067596,6.18869676,0.12110076,73.1
2024-01-16T15:45:00Z,2024-01-16T16:45:00+01:00,6.275028,6.39292573,0.11789773,73.57
2024-01-16T16:00:00Z,2024-01-16T17:00:00+01:00,6.57498,6.71044376,0.13546376,68.07
2024-01-16T16:15:00Z,2024-01-16T17:15:00+01:00,6.948204,7.08583564,0.13763164,71.73
2024-01-16T16:30:00Z,2024-01-16T17:30:00+01:00,7.36608,7.53053748,0.16445748,127.32
2024-01-16T16:45:00Z,2024-01-16T17:45:00+01:00,7.7971,7.96092072,0.16382072,126.94
2024-01-16T17:00:00Z,2024-01-16T18:00:00+01:00,8.214736,8.35715637,0.14242037,143.97
2024-01-16T17:15:00Z,2024-01-16T18:15:00+01:00,8.594624,8.76014828,0.16552428,149.84
2024-01-16T17:30:00Z,2024-01-16T18:30:00+01:00,8.9228,9.08679182,0.16399182,72.7
2024-01-16T17:45:00Z,2024-01-16T18:45:00+01:00,9.18728,9.37547454,0.18819454,75.45
2024-01-16T18:00:00Z,2024-01-16T19:00:00+01:00,9.369796,9.59482851,0.22503251,70.37
2024-01-16T18:15:00Z,2024-01-16T19:15:00+01:00,9.453168,9.66571175,0.21254375,136.79
2024-01-16T18:30:00Z,2024-01-16T19:30:00+01:00,9.417004,9.56277941,0.14577541,141.23
2024-01-16T18:45:00Z,2024-01-16T19:45:00+01:00,9.243496,9.43453837,0.19104237,67.5
2024-01-16T19:00:00Z,2024-01-16T20:00:00+01:00,8.933772,9.12105925,0.18728725,62.15
2024-01-16T19:15:00Z,2024-01-16T20:15:00+01:00,8.525912,8.7493325,0.2234205,67.18
2024-01-16T19:30:00Z,2024-01-16T20:30:00+01:00,8.086652,8.28008812,0.19343612,51.9
2024-01-16T19:45:00Z,2024-01-16T20:45:00+01:00,7.673564,7.86483299,0.19126899,50.48
2024-01-16T20:00:00Z,2024-01-16T21:00:00+01:00,7.334024,7.53788813,0.20386413,47.07
2024-01-16T20:15:00Z,2024-01-16T21:15:00+01:00,7.05224,7.26406546,0.21182546,51.88
2024-01-16T20:30:00Z,2024-01-16T21:30:00+01:00,6.798464,6.9720222,0.1735582,36.6
2024-01-16T20:45:00Z,2024-01-16T21:45:00+01:00,6.541992,6.6963688,0.1543768,-76.66
2024-01-16T21:00:00Z,2024-01-16T22:00:00+01:00,6.257756,6.42168805,0.16393205,49.64
2024-01-16T21:15:00Z,2024-01-16T22:15:00+01:00,5.947688,6.05903004,0.11134204,47.85
2024-01-16T21:30:00Z,2024-01-16T22:30:00+01:00,5.618956,5.67881673,0.05986073,122.17
2024-01-16T21:45:00Z,2024-01-16T22:45:00+01:00,5.271784,5.33046765,0.05868365,112.5
2024-01-16T22:00:00Z,2024-01-16T23:00:00+01:00,4.918896,4.9933178,0.0744218,131.2
2024-01-16T22:15:00Z,2024-01-16T23:15:00+01:00,4.559128,4.61977295,0.06064495,118.78
2024-01-16T22:30:00Z,2024-01-16T23:30:00+01:00,4.201464,4.274287,0.072823,117.23
2024-01-16T22:45:00Z,2024-01-16T23:45:00+01:00,3.84594,3.93052398,0.08458398,112.5
2024-01-16T23:00:00Z,2024-01-17T00:00:00+01:00,3.50234,3.62744635,0.12510635,38.08
2024-01-16T23:15:00Z,2024-01-17T00:15:00+01:00,3.180572,3.27860823,0.09803623,46.55
2024-01-16T23:30:00Z,2024-01-17T00:30:00+01:00,2.898708,3.00438817,0.10568017,56.64
2024-01-16T23:45:00Z,2024-01-17T00:45:00+01:00,2.659632,2.76262862,0.10299662,113.46
2024-01-17T00:00:00Z,2024-01-17T01:00:00+01:00,2.480772,2.58079965,0.10002765,116.47
2024-01-17T00:15:00Z,2024-01-17T01:15:00+01:00,2.353952,2.4397524,0.0858004,114.4
2024-01-17T00:30:00Z,2024-01-17T01:30:00+01:00,2.269188,2.35882254,0.08963454,114.43
2024-01-17T00:45:00Z,2024-01-17T01:45:00+01:00,2.212136,2.29816764,0.08603164,37.88
2024-01-17T01:00:00Z,2024-01-17T02:00:00+01:00,2.173708,2.26018194,0.08647394,37.21
2024-01-17T01:15:00Z,2024-01-17T02:15:00+01:00,2.145552,2.23807973,0.09252773,38.44
2024-01-17T01:30:00Z,2024-01-17T02:30:00+01:00,2.132356,2.229035,0.096679,46.63
2024-01-17T01:45:00Z,2024-01-17T02:45:00+01:00,2.117228,2.21466788,0.09743988,38.44
2024-01-17T02:00:00Z,2024-01-17T03:00:00+01:00,2.104244,2.21113289,0.10688889,30.39
2024-01-17T02:15:00Z,2024-01-17T03:15:00+01:00,2.09934,2.2046023,0.1052623,27.03
2024-01-17T02:30:00Z,2024-01-17T03:30:00+01:00,2.09414,2.19353973,0.09939973,32.97
2024-01-17T02:45:00Z,2024-01-17T03:45:00+01:00,2.105868,2.19727878,0.09141078,35.25
2024-01-17T03:00:00Z,2024-01-17T04:00:00+01:00,2.126512,2.21432506,0.08781306,112.77
2024-01-17T03:15:00Z,2024-01-17T04:15:00+01:00,2.162492,2.25459811,0.09210611,114.58
2024-01-17T03:30:00Z,2024-01-17T04:30:00+01:00,2.202976,2.30292841,0.09995241,115.0
2024-01-17T03:45:00Z,2024-01-17T04:45:00+01:00,2.249072,2.35289301,0.10382101,44.34
2024-01-17T04:00:00Z,2024-01-17T05:00:00+01:00,2.300296,2.41523961,0.11494361,31.7
2024-01-17T04:15:00Z,2024-01-17T05:15:00+01:00,2.4069,2.53278761,0.12588761,43.98
2024-01-17T04:30:00Z,2024-01-17T05:30:00+01:00,2.62128,2.75633095,0.13505095,39.25
2024-01-17T04:45:00Z,2024-01-17T05:45:00+01:00,2.996244,3.14778503,0.15154103,115.2
2024-01-17T05:00:00Z,2024-01-17T06:00:00+01:00,3.56194,3.74086583,0.17892583,9.6
2024-01-17T05:15:00Z,2024-01-17T06:15:00+01:00,4.251932,4.44251079,0.19057879,35.25
2024-01-17T05:30:00Z,2024-01-17T06:30:00+01:00,4.971108,5.18040032,0.20929232,45.79
2024-01-17T05:45:00Z,2024-01-17T06:45:00+01:00,5.627024,5.89208715,0.26506315,36.31
2024-01-17T06:00:00Z,2024-01-17T07:00:00+01:00,6.146296,6.42664253,0.28034653,1.01
2024-01-17T06:15:00Z,2024-01-17T07:15:00+01:00,6.540824,6.82663067,0.28580667,131.65
2024-01-17T06:30:00Z,2024-01-17T07:30:00+01:00,6.837044,7.11170281,0.27465881,128.82
2024-01-17T06:45:00Z,2024-01-17T07:45:00+01:00,7.065052,7.29942032,0.23436832,143.88
2024-01-17T07:00:00Z,2024-01-17T08:00:00+01:00,7.250924,7.50593492,0.25501092,60.05
2024-01-17T07:15:00Z,2024-01-17T08:15:00+01:00,7.389924,7.63256179,0.24263779,56.37
2024-01-17T07:30:00Z,2024-01-17T08:30:00+01:00,7.464272,7.66602076,0.20174876,126.16
2024-01-17T07:45:00Z,2024-01-17T08:45:00+01:00,7.467844,7.71877286,0.25092886,62.8
2024-01-17T08:00:00Z,2024-01-17T09:00:00+01:00,7.390308,7.62249198,0.23218398,56.85
2024-01-17T08:15:00Z,2024-01-17T09:15:00+01:00,7.263124,7.4797977,0.2166737,56.32
2024-01-17T08:30:00Z,2024-01-17T09:30:00+01:00,7.107908,7.338097,0.230189,59.85
2024-01-17T08:45:00Z,2024-01-17T09:45:00+01:00,6.96962,7.19537615,0.22575615,126.68
2024-01-17T09:00:00Z,2024-01-17T10:00:00+01:00,6.869672,7.0800339,0.2103619,127.76
2024-01-17T09:15:00Z,2024-01-17T10:15:00+01:00,6.805388,7.01812363,0.21273563,144.53
2024-01-17T09:30:00Z,2024-01-17T10:30:00+01:00,6.776416,6.98588365,0.20946765,143.29
2024-01-17T09:45:00Z,2024-01-17T10:45:00+01:00,6.782544,6.97955499,0.19701099,182.54
2024-01-17T10:00:00Z,2024-01-17T11:00:00+01:00,6.81688,7.00339575,0.18651575,134.67
2024-01-17T10:15:00Z,2024-01-17T11:15:00+01:00,6.874472,7.07347943,0.19900743,183.59
2024-01-17T10:30:00Z,2024-01-17T11:30:00+01:00,6.958076,7.12927026,0.17119426,65.03
2024-01-17T10:45:00Z,2024-01-17T11:45:00+01:00,7.06866,7.23702257,0.16836257,210.58
2024-01-17T11:00:00Z,2024-01-17T12:00:00+01:00,7.197704,7.38221118,0.18450718,61.23
2024-01-17T11:15:00Z,2024-01-17T12:15:00+01:00,7.317004,7.52361397,0.20660997,72.1
2024-01-17T11:30:00Z,2024-01-17T12:30:00+01:00,7.38926,7.57831273,0.18905273,65.74
2024-01-17T11:45:00Z,2024-01-17T12:45:00+01:00,7.389036,7.57555244,0.18651644,65.54
2024-01-17T12:00:00Z,2024-01-17T13:00:00+01:00,7.290292,7.47596588,0.18567388,121.22
2024-01-17T12:15:00Z,2024-01-17T13:15:00+01:00,7.118884,7.28189378,0.16300978,123.02
2024-01-17T12:30:00Z,2024-01-17T13:30:00+01:00,6.907364,7.09420856,0.18684456,120.94
2024-01-17T12:45:00Z,2024-01-17T13:45:00+01:00,6.697604,6.89155424,0.19395024,120.39
2024-01-17T13:00:00Z,2024-01-17T14:00:00+01:00,6.51302,6.70860497,0.19558497,121.31
2024-01-17T13:15:00Z,2024-01-17T14:15:00+01:00,6.361404,6.57714499,0.21574099,127.7
2024-01-17T13:30:00Z,2024-01-17T14:30:00+01:00,6.237052,6.46870891,0.23165691,128.11
2024-01-17T13:45:00Z,2024-01-17T14:45:00+01:00,6.128708,6.3294874,0.2007794,141.85
2024-01-17T14:00:00Z,2024-01-17T15:00:00+01:00,6.038396,6.21149298,0.17309698,149.24
2024-01-17T14:15:00Z,2024-01-17T15:15:00+01:00,5.96936,6.1352162,0.1658562,139.64
2024-01-17T14:30:00Z,2024-01-17T15:30:00+01:00,5.916164,6.03637223,0.12020823,121.19
2024-01-17T14:45:00Z,2024-01-17T15:45:00+01:00,5.89432,6.0329014,0.1385814,64.1
2024-01-17T15:00:00Z,2024-01-17T16:00:00+01:00,5.90016,6.04275289,0.14259289,127.89
2024-01-17T15:15:00Z,2024-01-17T16:15:00+01:00,5.95254,6.06699689,0.11445689,119.6
2024-01-17T15:30:00Z,2024-01-17T16:30:00+01:00,6.067736,6.22037995,0.15264395,122.56
2024-01-17T15:45:00Z,2024-01-17T16:45:00+01:00,6.275168,6.41909758,0.14392958,120.76
2024-01-17T16:00:00Z,2024-01-17T17:00:00+01:00,6.57512,6.72926548,0.15414548,121.65
2024-01-17T16:15:00Z,2024-01-17T17:15:00+01:00,6.948484,7.1094249,0.1609409,118.0
2024-01-17T16:30:00Z,2024-01-17T17:30:00+01:00,7.36622,7.53931808,0.17309808,71.7
2024-01-17T16:45:00Z,2024-01-17T17:45:00+01:00,7.79724,7.95088028,0.15364028,72.58
2024-01-17T17:00:00Z,2024-01-17T18:00:00+01:00,8.214876,8.40453605,0.18966005,126.13
