timestamp,shape_factor_raw,month,hour,weekday,is_peak,year,shape_factor_annual_norm
2027-01-03 20:00:00,1.346796377336153,1,20,6,0,2027,1.3307537708463932
2027-01-03 21:00:00,1.2988581350378008,1,21,6,0,2027,1.2833865535150997
2027-01-03 22:00:00,1.2354499983038831,1,22,6,0,2027,1.2207337141691088
2027-01-03 23:00:00,1.1786880696683395,1,23,6,0,2027,1.1646479154222578
2027-01-04 00:00:00,1.1600156057987032,1,0,0,0,2027,1.14619787195343
2027-01-04 01:00:00,1.1601407373135695,1,1,0,0,2027,1.1463215129418247
2027-01-04 02:00:00,1.1608074784890472,1,2,0,0,2027,1.1469803121102635
2027-01-04 03:00:00,1.1633598330174393,1,3,0,0,2027,1.1495022638101282
2027-01-04 04:00:00,1.1704972887668863,1,4,0,0,2027,1.1565547004758792
2027-01-04 05:00:00,1.1848260351703694,1,5,0,0,2027,1.1707127674478528
2027-01-04 06:00:00,1.2040872044274422,1,6,0,0,2027,1.1897445038343568
2027-01-04 07:00:00,1.2167802483651338,1,7,0,0,2027,1.2022863523036937
2027-01-04 08:00:00,1.2065376360375848,1,8,0,1,2027,1.1921657466890847
2027-01-04 09:00:00,1.1656866642373247,1,9,0,1,2027,1.1518013785628054
2027-01-04 10:00:00,1.1041409676717915,1,10,0,1,2027,1.090988794595252
2027-01-04 11:00:00,1.0431746117634648,1,11,0,1,2027,1.0307486503648084
2027-01-04 12:00:00,1.0025127976320947,1,12,0,1,2027,0.9905711867219358
2027-01-04 13:00:00,0.9941052654132749,1,13,0,1,2027,0.9822638023303646
2027-01-04 14:00:00,1.0231381803027262,1,14,0,1,2027,1.0109508864493593
2027-01-04 15:00:00,1.088991721640577,1,15,0,1,2027,1.0760200015239543
2027-01-04 16:00:00,1.1829708685484606,1,16,0,1,2027,1.168879698975738
2027-01-04 17:00:00,1.2858611688627795,1,17,0,1,2027,1.2705444030326474
2027-01-04 18:00:00,1.3707161667183874,1,18,0,1,2027,1.3543886353692838
2027-01-04 19:00:00,1.4132817964833728,1,19,0,1,2027,1.3964472370045538
2027-01-04 20:00:00,1.4047963773361531,1,20,0,0,2027,1.3880628934486932
2027-01-04 21:00:00,1.3568581350378008,1,21,0,0,2027,1.3406956761173996
2027-01-04 22:00:00,1.2934499983038832,1,22,0,0,2027,1.2780428367714085
2027-01-04 23:00:00,1.2366880696683396,1,23,0,0,2027,1.2219570380245575
2027-01-05 00:00:00,1.1600156057987032,1,0,1,0,2027,1.14619787195343
2027-01-05 01:00:00,1.1601407373135695,1,1,1,0,2027,1.1463215129418247
2027-01-05 02:00:00,1.1608074784890472,1,2,1,0,2027,1.1469803121102635
2027-01-05 03:00:00,1.1633598330174393,1,3,1,0,2027,1.1495022638101282
2027-01-05 04:00:00,1.1704972887668863,1,4,1,0,2027,1.1565547004758792
2027-01-05 05:00:00,1.1848260351703694,1,5,1,0,2027,1.1707127674478528
2027-01-05 06:00:00,1.2040872044274422,1,6,1,0,2027,1.1897445038343568
2027-01-05 07:00:00,1.2167802483651338,1,7,1,0,2027,1.2022863523036937
2027-01-05 08:00:00,1.2065376360375848,1,8,1,1,2027,1.1921657466890847
2027-01-05 09:00:00,1.1656866642373247,1,9,1,1,2027,1.1518013785628054
2027-01-05 10:00:00,1.1041409676717915,1,10,1,1,2027,1.090988794595252
2027-01-05 11:00:00,1.0431746117634648,1,11,1,1,2027,1.0307486503648084
2027-01-05 12:00:00,1.0025127976320947,1,12,1,1,2027,0.9905711867219358
2027-01-05 13:00:00,0.9941052654132749,1,13,1,1,2027,0.9822638023303646
2027-01-05 14:00:00,1.0231381803027262,1,14,1,1,2027,1.0109508864493593
2027-01-05 15:00:00,1.088991721640577,1,15,1,1,2027,1.0760200015239543
2027-01-05 16:00:00,1.1829708685484606,1,16,1,1,2027,1.168879698975738
2027-01-05 17:00:00,1.2858611688627795,1,17,1,1,2027,1.2705444030326474
2027-01-05 18:00:00,1.3707161667183874,1,18,1,1,2027,1.3543886353692838
2027-01-05 19:00:00,1.4132817964833728,1,19,1,1,2027,1.3964472370045538
2027-01-05 20:00:00,1.4047963773361531,1,20,1,0,2027,1.3880628934486932
2027-01-05 21:00:00,1.3568581350378008,1,21,1,0,2027,1.3406956761173996
2027-01-05 22:00:00,1.2934499983038832,1,22,1,0,2027,1.2780428367714085
2027-01-05 23:00:00,1.2366880696683396,1,23,1,0,2027,1.2219570380245575
2027-01-06 00:00:00,1.1600156057987032,1,0,2,0,2027,1.14619787195343
2027-01-06 01:00:00,1.1601407373135695,1,1,2,0,2027,1.1463215129418247
2027-01-06 02:00:00,1.1608074784890472,1,2,2,0,2027,1.1469803121102635
2027-01-06 03:00:00,1.1633598330174393,1,3,2,0,2027,1.1495022638101282
2027-01-06 04:00:00,1.1704972887668863,1,4,2,0,2027,1.1565547004758792
2027-01-06 05:00:00,1.1848260351703694,1,5,2,0,2027,1.1707127674478528
2027-01-06 06:00:00,1.2040872044274422,1,6,2,0,2027,1.1897445038343568
2027-01-06 07:00:00,1.2167802483651338,1,7,2,0,2027,1.2022863523036937
2027-01-06 08:00:00,1.2065376360375848,1,8,2,1,2027,1.1921657466890847
2027-01-06 09:00:00,1.1656866642373247,1,9,2,1,2027,1.1518013785628054
2027-01-06 10:00:00,1.1041409676717915,1,10,2,1,2027,1.090988794595252
2027-01-06 11:00:00,1.0431746117634648,1,11,2,1,2027,1.0307486503648084
2027-01-06 12:00:00,1.0025127976320947,1,12,2,1,2027,0.9905711867219358
2027-01-06 13:00:00,0.9941052654132749,1,13,2,1,2027,0.9822638023303646
2027-01-06 14:00:00,1.0231381803027262,1,14,2,1,2027,1.0109508864493593
2027-01-06 15:00:00,1.088991721640577,1,15,2,1,2027,1.0760200015239543
2027-01-06 16:00:00,1.1829708685484606,1,16,2,1,2027,1.168879698975738
2027-01-06 17:00:00,1.2858611688627795,1,17,2,1,2027,1.2705444030326474
2027-01-06 18:00:00,1.3707161667183874,1,18,2,1,2027,1.3543886353692838
2027-01-06 19:00:00,1.4132817964833728,1,19,2,1,2027,1.3964472370045538
2027-01-06 20:00:00,1.4047963773361531,1,20,2,0,2027,1.3880628934486932
2027-01-06 21:00:00,1.3568581350378008,1,21,2,0,2027,1.3406956761173996
2027-01-06 22:00:00,1.2934499983038832,1,22,2,0,2027,1.2780428367714085
2027-01-06 23:00:00,1.2366880696683396,1,23,2,0,2027,1.2219570380245575
2027-01-07 00:00:00,1.1600156057987032,1,0,3,0,2027,1.14619787195343
2027-01-07 01:00:00,1.1601407373135695,1,1,3,0,2027,1.1463215129418247
2027-01-07 02:00:00,1.1608074784890472,1,2,3,0,2027,1.1469803121102635
2027-01-07 03:00:00,1.1633598330174393,1,3,3,0,2027,1.1495022638101282
2027-01-07 04:00:00,1.1704972887668863,1,4,3,0,2027,1.1565547004758792
2027-01-07 05:00:00,1.1848260351703694,1,5,3,0,2027,1.1707127674478528
2027-01-07 06:00:00,1.2040872044274422,1,6,3,0,2027,1.1897445038343568
2027-01-07 07:00:00,1.2167802483651338,1,7,3,0,2027,1.2022863523036937
2027-01-07 08:00:00,1.2065376360375848,1,8,3,1,2027,1.1921657466890847
2027-01-07 09:00:00,1.1656866642373247,1,9,3,1,2027,1.1518013785628054
2027-01-07 10:00:00,1.1041409676717915,1,10,3,1,2027,1.090988794595252
2027-01-07 11:00:00,1.0431746117634648,1,11,3,1,2027,1.0307486503648084
2027-01-07 12:00:00,1.0025127976320947,1,12,3,1,2027,0.9905711867219358
2027-01-07 13:00:00,0.9941052654132749,1,13,3,1,2027,0.9822638023303646
2027-01-07 14:00:00,1.0231381803027262,1,14,3,1,2027,1.0109508864493593
2027-01-07 15:00:00,1.088991721640577,1,15,3,1,2027,1.0760200015239543
2027-01-07 16:00:00,1.1829708685484606,1,16,3,1,2027,1.168879698975738
2027-01-07 17:00:00,1.2858611688627795,1,17,3,1,2027,1.2705444030326474
2027-01-07 18:00:00,1.3707161667183874,1,18,3,1,2027,1.3543886353692838
2027-01-07 19:00:00,1.4132817964833728,1,19,3,1,2027,1.3964472370045538
2027-01-07 20:00:00,1.4047963773361531,1,20,3,0,2027,1.3880628934486932
2027-01-07 21:00:00,1.3568581350378008,1,21,3,0,2027,1.3406956761173996
2027-01-07 22:00:00,1.2934499983038832,1,22,3,0,2027,1.2780428367714085
2027-01-07 23:00:00,1.2366880696683396,1,23,3,0,2027,1.2219570380245575
2027-01-08 00:00:00,1.1600156057987032,1,0,4,0,2027,1.14619787195343
2027-01-08 01:00:00,1.1601407373135695,1,1,4,0,2027,1.1463215129418247
2027-01-08 02:00:00,1.1608074784890472,1,2,4,0,2027,1.1469803121102635
2027-01-08 03:00:00,1.1633598330174393,1,3,4,0,2027,1.1495022638101282
2027-01-08 04:00:00,1.1704972887668863,1,4,4,0,2027,1.1565547004758792
2027-01-08 05:00:00,1.1848260351703694,1,5,4,0,2027,1.1707127674478528
2027-01-08 06:00:00,1.2040872044274422,1,6,4,0,2027,1.1897445038343568
2027-01-08 07:00:00,1.2167802483651338,1,7,4,0,2027,1.2022863523036937
2027-01-08 08:00:00,1.2065376360375848,1,8,4,1,2027,1.1921657466890847
2027-01-08 09:00:00,1.1656866642373247,1,9,4,1,2027,1.1518013785628054
2027-01-08 10:00:00,1.1041409676717915,1,10,4,1,2027,1.090988794595252
2027-01-08 11:00:00,1.0431746117634648,1,11,4,1,2027,1.0307486503648084
2027-01-08 12:00:00,1.0025127976320947,1,12,4,1,2027,0.9905711867219358
2027-01-08 13:00:00,0.9941052654132749,1,13,4,1,2027,0.9822638023303646
2027-01-08 14:00:00,1.0231381803027262,1,14,4,1,2027,1.0109508864493593
2027-01-08 15:00:00,1.088991721640577,1,15,4,1,2027,1.0760200015239543
2027-01-08 16:00:00,1.1829708685484606,1,16,4,1,2027,1.168879698975738
2027-01-08 17:00:00,1.2858611688627795,1,17,4,1,2027,1.2705444030326474
2027-01-08 18:00:00,1.3707161667183874,1,18,4,1,2027,1.3543886353692838
2027-01-08 19:00:00,1.4132817964833728,1,19,4,1,2027,1.3964472370045538
2027-01-08 20:00:00,1.4047963773361531,1,20,4,0,2027,1.3880628934486932
2027-01-08 21:00:00,1.3568581350378008,1,21,4,0,2027,1.3406956761173996
2027-01-08 22:00:00,1.2934499983038832,1,22,4,0,2027,1.2780428367714085
2027-01-08 23:00:00,1.2366880696683396,1,23,4,0,2027,1.2219570380245575
2027-01-09 00:00:00,1.1020156057987032,1,0,5,0,2027,1.0888887493511303
2027-01-09 01:00:00,1.1021407373135694,1,1,5,0,2027,1.0890123903395248
2027-01-09 02:00:00,1.1028074784890471,1,2,5,0,2027,1.0896711895079636
2027-01-09 03:00:00,1.1053598330174392,1,3,5,0,2027,1.0921931412078285
2027-01-09 04:00:00,1.1124972887668862,1,4,5,0,2027,1.0992455778735792
2027-01-09 05:00:00,1.1268260351703694,1,5,5,0,2027,1.113403644845553
2027-01-09 06:00:00,1.1460872044274422,1,6,5,0,2027,1.132435381232057
2027-01-09 07:00:00,1.1587802483651337,1,7,5,0,2027,1.144977229701394
2027-01-09 08:00:00,1.1485376360375847,1,8,5,0,2027,1.1348566240867848
2027-01-09 09:00:00,1.1076866642373246,1,9,5,0,2027,1.0944922559605055
2027-01-09 10:00:00,1.0461409676717914,1,10,5,0,2027,1.0336796719929524
2027-01-09 11:00:00,0.9851746117634648,1,11,5,0,2027,0.9734395277625086
2027-01-09 12:00:00,0.9445127976320946,1,12,5,0,2027,0.9332620641196359
2027-01-09 13:00:00,0.9361052654132749,1,13,5,0,2027,0.9249546797280648
2027-01-09 14:00:00,0.9651381803027261,1,14,5,0,2027,0.9536417638470596
2027-01-09 15:00:00,1.0309917216405768,1,15,5,0,2027,1.0187108789216544
2027-01-09 16:00:00,1.1249708685484605,1,16,5,0,2027,1.111570576373438
2027-01-09 17:00:00,1.2278611688627794,1,17,5,0,2027,1.2132352804303475
2027-01-09 18:00:00,1.3127161667183873,1,18,5,0,2027,1.297079512766984
2027-01-09 19:00:00,1.3552817964833728,1,19,5,0,2027,1.3391381144022538
2027-01-09 20:00:00,1.346796377336153,1,20,5,0,2027,1.3307537708463932
2027-01-09 21:00:00,1.2988581350378008,1,21,5,0,2027,1.2833865535150997
2027-01-09 22:00:00,1.2354499983038831,1,22,5,0,2027,1.2207337141691088
2027-01-09 23:00:00,1.1786880696683395,1,23,5,0,2027,1.1646479154222578
2027-01-10 00:00:00,1.1020156057987032,1,0,6,0,2027,1.0888887493511303
2027-01-10 01:00:00,1.1021407373135694,1,1,6,0,2027,1.0890123903395248
2027-01-10 02:00:00,1.1028074784890471,1,2,6,0,2027,1.0896711895079636
2027-01-10 03:00:00,1.1053598330174392,1,3,6,0,2027,1.0921931412078285
2027-01-10 04:00:00,1.1124972887668862,1,4,6,0,2027,1.0992455778735792
2027-01-10 05:00:00,1.1268260351703694,1,5,6,0,2027,1.113403644845553
2027-01-10 06:00:00,1.1460872044274422,1,6,6,0,2027,1.132435381232057
2027-01-10 07:00:00,1.1587802483651337,1,7,6,0,2027,1.144977229701394
2027-01-10 08:00:00,1.1485376360375847,1,8,6,0,2027,1.1348566240867848
2027-01-10 09:00:00,1.1076866642373246,1,9,6,0,2027,1.0944922559605055
2027-01-10 10:00:00,1.0461409676717914,1,10,6,0,2027,1.0336796719929524
2027-01-10 11:00:00,0.9851746117634648,1,11,6,0,2027,0.9734395277625086
2027-01-10 12:00:00,0.9445127976320946,1,12,6,0,2027,0.9332620641196359
2027-01-10 13:00:00,0.9361052654132749,1,13,6,0,2027,0.9249546797280648
2027-01-10 14:00:00,0.9651381803027261,1,14,6,0,2027,0.9536417638470596
2027-01-10 15:00:00,1.0309917216405768,1,15,6,0,2027,1.0187108789216544
2027-01-10 16:00:00,1.1249708685484605,1,16,6,0,2027,1.111570576373438
2027-01-10 17:00:00,1.2278611688627794,1,17,6,0,2027,1.2132352804303475
2027-01-10 18:00:00,1.3127161667183873,1,18,6,0,2027,1.297079512766984
2027-01-10 19:00:00,1.3552817964833728,1,19,6,0,2027,1.3391381144022538
2027-01-10 20:00:00,1.346796377336153,1,20,6,0,2027,1.3307537708463932
2027-01-10 21:00:00,1.2988581350378008,1,21,6,0,2027,1.2833865535150997
2027-01-10 22:00:00,1.2354499983038831,1,22,6,0,2027,1.2207337141691088
2027-01-10 23:00:00,1.1786880696683395,1,23,6,0,2027,1.1646479154222578
2027-01-11 00:00:00,1.1600156057987032,1,0,0,0,2027,1.14619787195343
2027-01-11 01:00:00,1.1601407373135695,1,1,0,0,2027,1.1463215129418247
2027-01-11 02:00:00,1.1608074784890472,1,2,0,0,2027,1.1469803121102635
2027-01-11 03:00:00,1.1633598330174393,1,3,0,0,2027,1.1495022638101282
2027-01-11 04:00:00,1.1704972887668863,1,4,0,0,2027,1.1565547004758792
2027-01-11 05:00:00,1.1848260351703694,1,5,0,0,2027,1.1707127674478528
2027-01-11 06:00:00,1.2040872044274422,1,6,0,0,2027,1.1897445038343568
2027-01-11 07:00:00,1.2167802483651338,1,7,0,0,2027,1.2022863523036937
2027-01-11 08:00:00,1.2065376360375848,1,8,0,1,2027,1.1921657466890847
2027-01-11 09:00:00,1.1656866642373247,1,9,0,1,2027,1.1518013785628054
2027-01-11 10:00:00,1.1041409676717915,1,10,0,1,2027,1.090988794595252
2027-01-11 11:00:00,1.0431746117634648,1,11,0,1,2027,1.0307486503648084
2027-01-11 12:00:00,1.0025127976320947,1,12,0,1,2027,0.9905711867219358
2027-01-11 13:00:00,0.9941052654132749,1,13,0,1,2027,0.9822638023303646
2027-01-11 14:00:00,1.0231381803027262,1,14,0,1,2027,1.0109508864493593
2027-01-11 15:00:00,1.088991721640577,1,15,0,1,2027,1.0760200015239543
2027-01-11 16:00:00,1.1829708685484606,1,16,0,1,2027,1.168879698975738
2027-01-11 17:00:00,1.2858611688627795,1,17,0,1,2027,1.2705444030326474
2027-01-11 18:00:00,1.3707161667183874,1,18,0,1,2027,1.3543886353692838
2027-01-11 19:00:00,1.4132817964833728,1,19,0,1,2027,1.3964472370045538
2027-01-11 20:00:00,1.4047963773361531,1,20,0,0,2027,1.3880628934486932
2027-01-11 21:00:00,1.3568581350378008,1,21,0,0,2027,1.3406956761173996
2027-01-11 22:00:00,1.2934499983038832,1,22,0,0,2027,1.2780428367714085
2027-01-11 23:00:00,1.2366880696683396,1,23,0,0,2027,1.2219570380245575
2027-01-12 00:00:00,1.1600156057987032,1,0,1,0,2027,1.14619787195343
2027-01-12 01:00:00,1.1601407373135695,1,1,1,0,2027,1.1463215129418247
2027-01-12 02:00:00,1.1608074784890472,1,2,1,0,2027,1.1469803121102635
2027-01-12 03:00:00,1.1633598330174393,1,3,1,0,2027,1.1495022638101282
2027-01-12 04:00:00,1.1704972887668863,1,4,1,0,2027,1.1565547004758792
2027-01-12 05:00:00,1.1848260351703694,1,5,1,0,2027,1.1707127674478528
2027-01-12 06:00:00,1.2040872044274422,1,6,1,0,2027,1.1897445038343568
2027-01-12 07:00:00,1.2167802483651338,1,7,1,0,2027,1.2022863523036937
2027-01-12 08:00:00,1.2065376360375848,1,8,1,1,2027,1.1921657466890847
2027-01-12 09:00:00,1.1656866642373247,1,9,1,1,2027,1.1518013785628054
2027-01-12 10:00:00,1.1041409676717915,1,10,1,1,2027,1.090988794595252
2027-01-12 11:00:00,1.0431746117634648,1,11,1,1,2027,1.0307486503648084
2027-01-12 12:00:00,1.0025127976320947,1,12,1,1,2027,0.9905711867219358
2027-01-12 13:00:00,0.9941052654132749,1,13,1,1,2027,0.9822638023303646
2027-01-12 14:00:00,1.0231381803027262,1,14,1,1,2027,1.0109508864493593
2027-01-12 15:00:00,1.088991721640577,1,15,1,1,2027,1.0760200015239543
2027-01-12 16:00:00,1.1829708685484606,1,16,1,1,2027,1.168879698975738
2027-01-12 17:00:00,1.2858611688627795,1,17,1,1,2027,1.2705444030326474
2027-01-12 18:00:00,1.3707161667183874,1,18,1,1,2027,1.3543886353692838
2027-01-12 19:00:00,1.4132817964833728,1,19,1,1,2027,1.3964472370045538
2027-01-12 20:00:00,1.4047963773361531,1,20,1,0,2027,1.3880628934486932
2027-01-12 21:00:00,1.3568581350378008,1,21,1,0,2027,1.3406956761173996
2027-01-12 22:00:00,1.2934499983038832,1,22,1,0,2027,1.2780428367714085
2027-01-12 23:00:00,1.2366880696683396,1,23,1,0,2027,1.2219570380245575
2027-01-13 00:00:00,1.1600156057987032,1,0,2,0,2027,1.14619787195343
2027-01-13 01:00:00,1.1601407373135695,1,1,2,0,2027,1.1463215129418247
2027-01-13 02:00:00,1.1608074784890472,1,2,2,0,2027,1.1469803121102635
2027-01-13 03:00:00,1.1633598330174393,1,3,2,0,2027,1.1495022638101282
2027-01-13 04:00:00,1.1704972887668863,1,4,2,0,2027,1.1565547004758792
2027-01-13 05:00:00,1.1848260351703694,1,5,2,0,2027,1.1707127674478528
2027-01-13 06:00:00,1.2040872044274422,1,6,2,0,2027,1.1897445038343568
2027-01-13 07:00:00,1.2167802483651338,1,7,2,0,2027,1.2022863523036937
2027-01-13 08:00:00,1.2065376360375848,1,8,2,1,2027,1.1921657466890847
2027-01-13 09:00:00,1.1656866642373247,1,9,2,1,2027,1.1518013785628054
2027-01-13 10:00:00,1.1041409676717915,1,10,2,1,2027,1.090988794595252
2027-01-13 11:00:00,1.0431746117634648,1,11,2,1,2027,1.0307486503648084
2027-01-13 12:00:00,1.0025127976320947,1,12,2,1,2027,0.9905711867219358
2027-01-13 13:00:00,0.9941052654132749,1,13,2,1,2027,0.9822638023303646
2027-01-13 14:00:00,1.0231381803027262,1,14,2,1,2027,1.0109508864493593
2027-01-13 15:00:00,1.088991721640577,1,15,2,1,2027,1.0760200015239543
2027-01-13 16:00:00,1.1829708685484606,1,16,2,1,2027,1.168879698975738
2027-01-13 17:00:00,1.2858611688627795,1,17,2,1,2027,1.2705444030326474
2027-01-13 18:00:00,1.3707161667183874,1,18,2,1,2027,1.3543886353692838
2027-01-13 19:00:00,1.4132817964833728,1,19,2,1,2027,1.3964472370045538
2027-01-13 20:00:00,1.4047963773361531,1,20,2,0,2027,1.3880628934486932
2027-01-13 21:00:00,1.3568581350378008,1,21,2,0,2027,1.3406956761173996
2027-01-13 22:00:00,1.2934499983038832,1,22,2,0,2027,1.2780428367714085
2027-01-13 23:00:00,1.2366880696683396,1,23,2,0,2027,1.2219570380245575
2027-01-14 00:00:00,1.1600156057987032,1,0,3,0,2027,1.14619787195343
2027-01-14 01:00:00,1.1601407373135695,1,1,3,0,2027,1.1463215129418247
2027-01-14 02:00:00,1.1608074784890472,1,2,3,0,2027,1.1469803121102635
2027-01-14 03:00:00,1.1633598330174393,1,3,3,0,2027,1.1495022638101282
2027-01-14 04:00:00,1.1704972887668863,1,4,3,0,2027,1.1565547004758792
2027-01-14 05:00:00,1.1848260351703694,1,5,3,0,2027,1.1707127674478528
2027-01-14 06:00:00,1.2040872044274422,1,6,3,0,2027,1.1897445038343568
2027-01-14 07:00:00,1.2167802483651338,1,7,3,0,2027,1.2022863523036937
2027-01-14 08:00:00,1.2065376360375848,1,8,3,1,2027,1.1921657466890847
2027-01-14 09:00:00,1.1656866642373247,1,9,3,1,2027,1.1518013785628054
2027-01-14 10:00:00,1.1041409676717915,1,10,3,1,2027,1.090988794595252
2027-01-14 11:00:00,1.0431746117634648,1,11,3,1,2027,1.0307486503648084
2027-01-14 12:00:00,1.0025127976320947,1,12,3,1,2027,0.9905711867219358
2027-01-14 13:00:00,0.9941052654132749,1,13,3,1,2027,0.9822638023303646
2027-01-14 14:00:00,1.0231381803027262,1,14,3,1,2027,1.0109508864493593
2027-01-14 15:00:00,1.088991721640577,1,15,3,1,2027,1.0760200015239543
2027-01-14 16:00:00,1.1829708685484606,1,16,3,1,2027,1.168879698975738
2027-01-14 17:00:00,1.2858611688627795,1,17,3,1,2027,1.2705444030326474
2027-01-14 18:00:00,1.3707161667183874,1,18,3,1,2027,1.3543886353692838
2027-01-14 19:00:00,1.4132817964833728,1,19,3,1,2027,1.3964472370045538
