timestamp_utc,timestamp_local,hb_actual_mwh,gb_actual_mwh,lb_actual_mwh,total_actual_mwh
2024-01-01T14:00:00Z,2024-01-01T15:00:00+01:00,1.35476961,0.10225303,0.05173006,1.5087527
2024-01-01T14:15:00Z,2024-01-01T15:15:00+01:00,1.31157857,0.10004055,0.04839369,1.46001282
2024-01-01T14:30:00Z,2024-01-01T15:30:00+01:00,1.26855731,0.09848226,0.04943716,1.41647673
2024-01-01T14:45:00Z,2024-01-01T15:45:00+01:00,1.22895904,0.09658626,0.04920448,1.37474978
2024-01-01T15:00:00Z,2024-01-01T16:00:00+01:00,1.1973383,0.09389947,0.04972208,1.34095984
2024-01-01T15:15:00Z,2024-01-01T16:15:00+01:00,1.17132078,0.09313321,0.05439994,1.31885393
2024-01-01T15:30:00Z,2024-01-01T16:30:00+01:00,1.17091078,0.0935731,0.05706703,1.32155091
2024-01-01T15:45:00Z,2024-01-01T16:45:00+01:00,1.19243808,0.09783246,0.06062261,1.35089315
2024-01-01T16:00:00Z,2024-01-01T17:00:00+01:00,1.24731613,0.1052494,0.06336005,1.41592559
2024-01-01T16:15:00Z,2024-01-01T17:15:00+01:00,1.33799991,0.11302061,0.06994369,1.52096421
2024-01-01T16:30:00Z,2024-01-01T17:30:00+01:00,1.43564569,0.12148975,0.07664365,1.63377909
2024-01-01T16:45:00Z,2024-01-01T17:45:00+01:00,1.53759781,0.13000404,0.08515757,1.75275942
2024-01-01T17:00:00Z,2024-01-01T18:00:00+01:00,1.62058622,0.13395551,0.09285497,1.8473967
2024-01-01T17:15:00Z,2024-01-01T18:15:00+01:00,1.69540937,0.1350226,0.10178529,1.93221726
2024-01-01T17:30:00Z,2024-01-01T18:30:00+01:00,1.75817483,0.13702499,0.10712078,2.0023206
2024-01-01T17:45:00Z,2024-01-01T18:45:00+01:00,1.83608258,0.13805713,0.10879044,2.08293015
2024-01-01T18:00:00Z,2024-01-01T19:00:00+01:00,1.8915777,0.13891681,0.11466568,2.14516019
2024-01-01T18:15:00Z,2024-01-01T19:15:00+01:00,1.94829885,0.13990337,0.11164942,2.19985165
2024-01-01T18:30:00Z,2024-01-01T19:30:00+01:00,1.98126949,0.14218624,0.11049102,2.23394676
2024-01-01T18:45:00Z,2024-01-01T19:45:00+01:00,1.97812815,0.14581944,0.10481963,2.22876721
2024-01-01T19:00:00Z,2024-01-01T20:00:00+01:00,1.92370769,0.14197194,0.0998986,2.16557823
2024-01-01T19:15:00Z,2024-01-01T20:15:00+01:00,1.82814581,0.13934047,0.09372007,2.06120635
2024-01-01T19:30:00Z,2024-01-01T20:30:00+01:00,1.72392777,0.13167878,0.08299662,1.93860317
2024-01-01T19:45:00Z,2024-01-01T20:45:00+01:00,1.63244466,0.12600045,0.07422938,1.83267448
2024-01-01T20:00:00Z,2024-01-01T21:00:00+01:00,1.56918652,0.11944868,0.06798274,1.75661795
2024-01-01T20:15:00Z,2024-01-01T21:15:00+01:00,1.51880468,0.11673615,0.06131069,1.69685152
2024-01-01T20:30:00Z,2024-01-01T21:30:00+01:00,1.47203572,0.11295809,0.05838859,1.6433824
2024-01-01T20:45:00Z,2024-01-01T21:45:00+01:00,1.42894228,0.11031749,0.05605994,1.59531971
2024-01-01T21:00:00Z,2024-01-01T22:00:00+01:00,1.37708359,0.10931432,0.05383966,1.54023757
2024-01-01T21:15:00Z,2024-01-01T22:15:00+01:00,1.30726917,0.10516118,0.05174963,1.46417998
2024-01-01T21:30:00Z,2024-01-01T22:30:00+01:00,1.2320658,0.10312733,0.05018422,1.38537736
2024-01-01T21:45:00Z,2024-01-01T22:45:00+01:00,1.15104271,0.10049508,0.04885525,1.30039303
2024-01-01T22:00:00Z,2024-01-01T23:00:00+01:00,1.06440594,0.09809773,0.0461044,1.20860807
2024-01-01T22:15:00Z,2024-01-01T23:15:00+01:00,0.97522453,0.09406524,0.04371561,1.11300538
2024-01-01T22:30:00Z,2024-01-01T23:30:00+01:00,0.89117516,0.09078755,0.04144285,1.02340556
2024-01-01T22:45:00Z,2024-01-01T23:45:00+01:00,0.80720612,0.08801045,0.03860601,0.93382257
2024-01-01T23:00:00Z,2024-01-02T00:00:00+01:00,0.74392269,0.09593898,0.0389585,0.87882017
2024-01-01T23:15:00Z,2024-01-02T00:15:00+01:00,0.67050762,0.09212108,0.03671571,0.79934441
2024-01-01T23:30:00Z,2024-01-02T00:30:00+01:00,0.60361842,0.08634153,0.03470677,0.72466672
2024-01-01T23:45:00Z,2024-01-02T00:45:00+01:00,0.54893337,0.08313412,0.03345895,0.66552644
2024-01-02T00:00:00Z,2024-01-02T01:00:00+01:00,0.50875753,0.07925033,0.03167323,0.61968108
2024-01-02T00:15:00Z,2024-01-02T01:15:00+01:00,0.48106394,0.07605112,0.03125269,0.58836775
2024-01-02T00:30:00Z,2024-01-02T01:30:00+01:00,0.46347135,0.0732949,0.03129582,0.56806208
2024-01-02T00:45:00Z,2024-01-02T01:45:00+01:00,0.44869057,0.07307523,0.03102315,0.55278895
2024-01-02T01:00:00Z,2024-01-02T02:00:00+01:00,0.4387738,0.07161686,0.03077054,0.5411612
2024-01-02T01:15:00Z,2024-01-02T02:15:00+01:00,0.43334727,0.07065933,0.02862108,0.53262769
2024-01-02T01:30:00Z,2024-01-02T02:30:00+01:00,0.43522708,0.0696037,0.02825468,0.53308546
2024-01-02T01:45:00Z,2024-01-02T02:45:00+01:00,0.43314716,0.06812875,0.02806685,0.52934276
2024-01-02T02:00:00Z,2024-01-02T03:00:00+01:00,0.42957253,0.06849043,0.02757827,0.52564123
2024-01-02T02:15:00Z,2024-01-02T03:15:00+01:00,0.4246698,0.07000146,0.02743952,0.52211078
2024-01-02T02:30:00Z,2024-01-02T03:30:00+01:00,0.42346091,0.0718531,0.02679017,0.52210419
2024-01-02T02:45:00Z,2024-01-02T03:45:00+01:00,0.42347039,0.07583211,0.02640484,0.52570734
2024-01-02T03:00:00Z,2024-01-02T04:00:00+01:00,0.42382212,0.08109086,0.02639027,0.53130325
2024-01-02T03:15:00Z,2024-01-02T04:15:00+01:00,0.42796046,0.0849665,0.02624579,0.53917274
2024-01-02T03:30:00Z,2024-01-02T04:30:00+01:00,0.43030427,0.08794847,0.02673644,0.54498918
2024-01-02T03:45:00Z,2024-01-02T04:45:00+01:00,0.43995271,0.09188515,0.02713517,0.55897303
2024-01-02T04:00:00Z,2024-01-02T05:00:00+01:00,0.45034253,0.09289846,0.02787312,0.57111411
2024-01-02T04:15:00Z,2024-01-02T05:15:00+01:00,0.47576517,0.09398566,0.03012786,0.59987868
2024-01-02T04:30:00Z,2024-01-02T05:30:00+01:00,0.52804638,0.09547785,0.03177822,0.65530245
2024-01-02T04:45:00Z,2024-01-02T05:45:00+01:00,0.6168023,0.10094129,0.03319149,0.75093507
2024-01-02T05:00:00Z,2024-01-02T06:00:00+01:00,0.74967734,0.10650317,0.03546104,0.89164155
2024-01-02T05:15:00Z,2024-01-02T06:15:00+01:00,0.91236511,0.11460223,0.03790261,1.06486994
2024-01-02T05:30:00Z,2024-01-02T06:30:00+01:00,1.07769542,0.12345913,0.04290277,1.24405733
2024-01-02T05:45:00Z,2024-01-02T06:45:00+01:00,1.21434815,0.1335819,0.04679288,1.39472293
2024-01-02T06:00:00Z,2024-01-02T07:00:00+01:00,1.32054388,0.14619185,0.05309783,1.51983356
2024-01-02T06:15:00Z,2024-01-02T07:15:00+01:00,1.40157162,0.15907021,0.06361074,1.62425257
2024-01-02T06:30:00Z,2024-01-02T07:30:00+01:00,1.45010202,0.17703889,0.07493547,1.70207638
2024-01-02T06:45:00Z,2024-01-02T07:45:00+01:00,1.47582464,0.20125595,0.08307615,1.76015673
2024-01-02T07:00:00Z,2024-01-02T08:00:00+01:00,1.48193917,0.23367282,0.08973004,1.80534203
2024-01-02T07:15:00Z,2024-01-02T08:15:00+01:00,1.48440211,0.26699574,0.09705649,1.84845433
2024-01-02T07:30:00Z,2024-01-02T08:30:00+01:00,1.46419129,0.30250469,0.10527483,1.87197081
2024-01-02T07:45:00Z,2024-01-02T08:45:00+01:00,1.43226402,0.32959396,0.1042821,1.86614008
2024-01-02T08:00:00Z,2024-01-02T09:00:00+01:00,1.39391811,0.34016758,0.11020913,1.84429482
2024-01-02T08:15:00Z,2024-01-02T09:15:00+01:00,1.36059056,0.34308686,0.10276001,1.80643743
2024-01-02T08:30:00Z,2024-01-02T09:30:00+01:00,1.32833752,0.3450302,0.09922762,1.77259534
2024-01-02T08:45:00Z,2024-01-02T09:45:00+01:00,1.29045915,0.34473516,0.09070905,1.72590335
2024-01-02T09:00:00Z,2024-01-02T10:00:00+01:00,1.27303551,0.34538324,0.08366044,1.70207918
2024-01-02T09:15:00Z,2024-01-02T10:15:00+01:00,1.26494041,0.34274596,0.07947029,1.68715666
2024-01-02T09:30:00Z,2024-01-02T10:30:00+01:00,1.26205786,0.34326257,0.0752397,1.68056013
2024-01-02T09:45:00Z,2024-01-02T10:45:00+01:00,1.26222252,0.34831953,0.07505824,1.68560028
2024-01-02T10:00:00Z,2024-01-02T11:00:00+01:00,1.26792306,0.34976938,0.07820161,1.69589405
2024-01-02T10:15:00Z,2024-01-02T11:15:00+01:00,1.28178653,0.35098512,0.08072952,1.71350117
2024-01-02T10:30:00Z,2024-01-02T11:30:00+01:00,1.30773728,0.35777181,0.08356297,1.74907205
2024-01-02T10:45:00Z,2024-01-02T11:45:00+01:00,1.33429092,0.35816273,0.0829874,1.77544105
2024-01-02T11:00:00Z,2024-01-02T12:00:00+01:00,1.37606802,0.34869232,0.07633291,1.80109325
2024-01-02T11:15:00Z,2024-01-02T12:15:00+01:00,1.41830183,0.3338243,0.07143951,1.82356564
2024-01-02T11:30:00Z,2024-01-02T12:30:00+01:00,1.4533549,0.32075726,0.06458022,1.83869238
2024-01-02T11:45:00Z,2024-01-02T12:45:00+01:00,1.47393317,0.30022704,0.06119341,1.83535362
2024-01-02T12:00:00Z,2024-01-02T13:00:00+01:00,1.47205101,0.28828721,0.05740827,1.81774648
2024-01-02T12:15:00Z,2024-01-02T13:15:00+01:00,1.44291062,0.28015474,0.05362996,1.77669533
2024-01-02T12:30:00Z,2024-01-02T13:30:00+01:00,1.40778833,0.26763131,0.05401344,1.72943308
2024-01-02T12:45:00Z,2024-01-02T13:45:00+01:00,1.36742989,0.26003868,0.05551872,1.68298728
2024-01-02T13:00:00Z,2024-01-02T14:00:00+01:00,1.33474556,0.25470669,0.05423555,1.6436878
2024-01-02T13:15:00Z,2024-01-02T14:15:00+01:00,1.2971026,0.25413554,0.05306223,1.60430036
2024-01-02T13:30:00Z,2024-01-02T14:30:00+01:00,1.2624306,0.25944197,0.05122907,1.57310163
2024-01-02T13:45:00Z,2024-01-02T14:45:00+01:00,1.22572211,0.26559197,0.05176158,1.54307565
2024-01-02T14:00:00Z,2024-01-02T15:00:00+01:00,1.19565822,0.27422846,0.05173558,1.52162226
2024-01-02T14:15:00Z,2024-01-02T15:15:00+01:00,1.16372072,0.27970007,0.05214585,1.49556664
2024-01-02T14:30:00Z,2024-01-02T15:30:00+01:00,1.1407679,0.28685743,0.05143915,1.47906448
2024-01-02T14:45:00Z,2024-01-02T15:45:00+01:00,1.12813531,0.29338467,0.05254389,1.47406387
2024-01-02T15:00:00Z,2024-01-02T16:00:00+01:00,1.13448487,0.29707262,0.05332798,1.48488546
2024-01-02T15:15:00Z,2024-01-02T16:15:00+01:00,1.14466641,0.29800212,0.05432229,1.49699083
2024-01-02T15:30:00Z,2024-01-02T16:30:00+01:00,1.16652758,0.29773519,0.05620262,1.52046538
2024-01-02T15:45:00Z,2024-01-02T16:45:00+01:00,1.21357098,0.28933932,0.06004097,1.56295127
2024-01-02T16:00:00Z,2024-01-02T17:00:00+01:00,1.27695329,0.2906678,0.06528748,1.63290857
2024-01-02T16:15:00Z,2024-01-02T17:15:00+01:00,1.36347455,0.29528796,0.07258407,1.73134658
2024-01-02T16:30:00Z,2024-01-02T17:30:00+01:00,1.45471339,0.29589652,0.08007208,1.830682
2024-01-02T16:45:00Z,2024-01-02T17:45:00+01:00,1.56877272,0.2865434,0.09041075,1.94572687
2024-01-02T17:00:00Z,2024-01-02T18:00:00+01:00,1.68377134,0.27565741,0.09624583,2.05567458
2024-01-02T17:15:00Z,2024-01-02T18:15:00+01:00,1.79673645,0.25950209,0.10344087,2.15967941
2024-01-02T17:30:00Z,2024-01-02T18:30:00+01:00,1.89107682,0.2385488,0.10826926,2.23789487
2024-01-02T17:45:00Z,2024-01-02T18:45:00+01:00,1.96901396,0.214295,0.11758432,2.30089328
2024-01-02T18:00:00Z,2024-01-02T19:00:00+01:00,2.02723042,0.1935079,0.11995172,2.34069003
2024-01-02T18:15:00Z,2024-01-02T19:15:00+01:00,2.06334338,0.17738032,0.11906268,2.35978638
2024-01-02T18:30:00Z,2024-01-02T19:30:00+01:00,2.06910924,0.16509876,0.11470523,2.34891323
2024-01-02T18:45:00Z,2024-01-02T19:45:00+01:00,2.04626079,0.15566866,0.10887614,2.31080559
2024-01-02T19:00:00Z,2024-01-02T20:00:00+01:00,1.98635714,0.14840684,0.10055732,2.2353213
2024-01-02T19:15:00Z,2024-01-02T20:15:00+01:00,1.9045215,0.14141465,0.09261737,2.13855353
2024-01-02T19:30:00Z,2024-01-02T20:30:00+01:00,1.81950352,0.13679286,0.08560578,2.04190216
2024-01-02T19:45:00Z,2024-01-02T20:45:00+01:00,1.71530893,0.13257803,0.07820833,1.92609529
2024-01-02T20:00:00Z,2024-01-02T21:00:00+01:00,1.64444925,0.1270215,0.0677654,1.83923614
2024-01-02T20:15:00Z,2024-01-02T21:15:00+01:00,1.58028487,0.11974359,0.06070779,1.76073625
2024-01-02T20:30:00Z,2024-01-02T21:30:00+01:00,1.5217225,0.11623837,0.05658942,1.69455029
2024-01-02T20:45:00Z,2024-01-02T21:45:00+01:00,1.46856698,0.11195802,0.05445504,1.63498005
2024-01-02T21:00:00Z,2024-01-02T22:00:00+01:00,1.41226614,0.11007778,0.05145838,1.57380231
2024-01-02T21:15:00Z,2024-01-02T22:15:00+01:00,1.33876356,0.10963259,0.04996961,1.49836576
2024-01-02T21:30:00Z,2024-01-02T22:30:00+01:00,1.26574408,0.10930575,0.04831079,1.42336062
2024-01-02T21:45:00Z,2024-01-02T22:45:00+01:00,1.17739333,0.11140942,0.04646675,1.33526951
2024-01-02T22:00:00Z,2024-01-02T23:00:00+01:00,1.08754897,0.10948256,0.04442768,1.24145922
2024-01-02T22:15:00Z,2024-01-02T23:15:00+01:00,1.00095906,0.1072238,0.0413253,1.14950815
2024-01-02T22:30:00Z,2024-01-02T23:30:00+01:00,0.9136422,0.10271392,0.04073161,1.05708773
2024-01-02T22:45:00Z,2024-01-02T23:45:00+01:00,0.83031266,0.10082976,0.03775716,0.96889957
2024-01-02T23:00:00Z,2024-01-03T00:00:00+01:00,0.75454976,0.09818909,0.0346038,0.88734265
2024-01-02T23:15:00Z,2024-01-03T00:15:00+01:00,0.67741544,0.09480105,0.03445896,0.80667545
2024-01-02T23:30:00Z,2024-01-03T00:30:00+01:00,0.61208273,0.08968684,0.03337192,0.73514149
2024-01-02T23:45:00Z,2024-01-03T00:45:00+01:00,0.55833799,0.08805673,0.03296883,0.67936356
2024-01-03T00:00:00Z,2024-01-03T01:00:00+01:00,0.51635355,0.08513596,0.03143313,0.63292264
2024-01-03T00:15:00Z,2024-01-03T01:15:00+01:00,0.48525502,0.08208385,0.03101318,0.59835205
2024-01-03T00:30:00Z,2024-01-03T01:30:00+01:00,0.46613077,0.07906125,0.03016323,0.57535526
2024-01-03T00:45:00Z,2024-01-03T01:45:00+01:00,0.45665915,0.07726131,0.02918884,0.5631093
2024-01-03T01:00:00Z,2024-01-03T02:00:00+01:00,0.44891551,0.07440227,0.02921007,0.55252786
2024-01-03T01:15:00Z,2024-01-03T02:15:00+01:00,0.44201188,0.07303789,0.0284206,0.54347038
2024-01-03T01:30:00Z,2024-01-03T02:30:00+01:00,0.43881186,0.07202126,0.02861994,0.53945306
2024-01-03T01:45:00Z,2024-01-03T02:45:00+01:00,0.43342603,0.07100074,0.02802655,0.53245332
2024-01-03T02:00:00Z,2024-01-03T03:00:00+01:00,0.43079055,0.0709662,0.02962989,0.53138665
2024-01-03T02:15:00Z,2024-01-03T03:15:00+01:00,0.42853155,0.07287312,0.02945248,0.53085715
2024-01-03T02:30:00Z,2024-01-03T03:30:00+01:00,0.42759232,0.07439723,0.0295582,0.53154774
2024-01-03T02:45:00Z,2024-01-03T03:45:00+01:00,0.42816486,0.07799476,0.02937882,0.53553844
2024-01-03T03:00:00Z,2024-01-03T04:00:00+01:00,0.42762406,0.08427019,0.03050123,0.54239548
2024-01-03T03:15:00Z,2024-01-03T04:15:00+01:00,0.43050539,0.08887626,0.02972142,0.54910307
2024-01-03T03:30:00Z,2024-01-03T04:30:00+01:00,0.43657579,0.09420861,0.02972435,0.56050875
2024-01-03T03:45:00Z,2024-01-03T04:45:00+01:00,0.445459,0.09757137,0.02974037,0.57277074
2024-01-03T04:00:00Z,2024-01-03T05:00:00+01:00,0.45417116,0.09925849,0.03012661,0.58355626
2024-01-03T04:15:00Z,2024-01-03T05:15:00+01:00,0.47848299,0.10004382,0.03135567,0.60988248
2024-01-03T04:30:00Z,2024-01-03T05:30:00+01:00,0.52859019,0.1015309,0.03247018,0.66259127
2024-01-03T04:45:00Z,2024-01-03T05:45:00+01:00,0.6163778,0.1033219,0.034145,0.7538447
2024-01-03T05:00:00Z,2024-01-03T06:00:00+01:00,0.75442973,0.10660533,0.03698066,0.89801572
2024-01-03T05:15:00Z,2024-01-03T06:15:00+01:00,0.92190655,0.11589959,0.04038317,1.07818931
2024-01-03T05:30:00Z,2024-01-03T06:30:00+01:00,1.09367587,0.12411064,0.04446008,1.26224659
2024-01-03T05:45:00Z,2024-01-03T06:45:00+01:00,1.24113879,0.13371328,0.04952355,1.42437562
2024-01-03T06:00:00Z,2024-01-03T07:00:00+01:00,1.35990058,0.14639743,0.05737818,1.5636762
2024-01-03T06:15:00Z,2024-01-03T07:15:00+01:00,1.43870138,0.16139323,0.06568829,1.66578291
2024-01-03T06:30:00Z,2024-01-03T07:30:00+01:00,1.49056532,0.18129369,0.07188871,1.74374772
2024-01-03T06:45:00Z,2024-01-03T07:45:00+01:00,1.51089647,0.21180919,0.08249112,1.80519677
2024-01-03T07:00:00Z,2024-01-03T08:00:00+01:00,1.50935474,0.24474886,0.0946102,1.84871381
2024-01-03T07:15:00Z,2024-01-03T08:15:00+01:00,1.49320734,0.27720005,0.10335231,1.87375969
2024-01-03T07:30:00Z,2024-01-03T08:30:00+01:00,1.47557739,0.30820175,0.10949364,1.89327277
2024-01-03T07:45:00Z,2024-01-03T08:45:00+01:00,1.45699961,0.3382143,0.11344739,1.90866129
2024-01-03T08:00:00Z,2024-01-03T09:00:00+01:00,1.42410688,0.35826154,0.11228914,1.89465756
2024-01-03T08:15:00Z,2024-01-03T09:15:00+01:00,1.38344591,0.36167851,0.10822573,1.85335015
2024-01-03T08:30:00Z,2024-01-03T09:30:00+01:00,1.34891495,0.35956394,0.10113235,1.80961124
2024-01-03T08:45:00Z,2024-01-03T09:45:00+01:00,1.32452332,0.35963136,0.09315937,1.77731405
2024-01-03T09:00:00Z,2024-01-03T10:00:00+01:00,1.30504018,0.3559506,0.08953313,1.7505239
2024-01-03T09:15:00Z,2024-01-03T10:15:00+01:00,1.28522823,0.35857236,0.08169534,1.72549593
2024-01-03T09:30:00Z,2024-01-03T10:30:00+01:00,1.28433785,0.36315067,0.07918104,1.72666956
2024-01-03T09:45:00Z,2024-01-03T10:45:00+01:00,1.28076566,0.36246062,0.07759052,1.7208168
2024-01-03T10:00:00Z,2024-01-03T11:00:00+01:00,1.28077196,0.36374276,0.07577285,1.72028757
2024-01-03T10:15:00Z,2024-01-03T11:15:00+01:00,1.29462356,0.36628814,0.07768055,1.73859224
2024-01-03T10:30:00Z,2024-01-03T11:30:00+01:00,1.31220587,0.37044953,0.07824667,1.76090208
2024-01-03T10:45:00Z,2024-01-03T11:45:00+01:00,1.34058116,0.36485918,0.0784433,1.78388363
2024-01-03T11:00:00Z,2024-01-03T12:00:00+01:00,1.37938088,0.35269393,0.07696404,1.80903885
2024-01-03T11:15:00Z,2024-01-03T12:15:00+01:00,1.42715467,0.33771979,0.07356238,1.83843684
2024-01-03T11:30:00Z,2024-01-03T12:30:00+01:00,1.45830229,0.31899985,0.06744991,1.84475204
2024-01-03T11:45:00Z,2024-01-03T12:45:00+01:00,1.47730979,0.3003925,0.06308763,1.84078992
2024-01-03T12:00:00Z,2024-01-03T13:00:00+01:00,1.48933349,0.28864478,0.06113847,1.83911674
2024-01-03T12:15:00Z,2024-01-03T13:15:00+01:00,1.4618307,0.27384272,0.06029693,1.79597036
2024-01-03T12:30:00Z,2024-01-03T13:30:00+01:00,1.42282966,0.26295601,0.05949046,1.74527613
2024-01-03T12:45:00Z,2024-01-03T13:45:00+01:00,1.37499921,0.25735352,0.05787348,1.69022621
