timestamp_utc,timestamp_local,imbalance_price_eur_mwh
2024-01-01T13:30:00Z,2024-01-01T14:30:00+01:00,129.08
2024-01-01T13:45:00Z,2024-01-01T14:45:00+01:00,127.84
2024-01-01T14:00:00Z,2024-01-01T15:00:00+01:00,-16.59
2024-01-01T14:15:00Z,2024-01-01T15:15:00+01:00,94.64
2024-01-01T14:30:00Z,2024-01-01T15:30:00+01:00,126.04
2024-01-01T14:45:00Z,2024-01-01T15:45:00+01:00,104.36
2024-01-01T15:00:00Z,2024-01-01T16:00:00+01:00,-15.11
2024-01-01T15:15:00Z,2024-01-01T16:15:00+01:00,-29.03
2024-01-01T15:30:00Z,2024-01-01T16:30:00+01:00,0.09
2024-01-01T15:45:00Z,2024-01-01T16:45:00+01:00,-1.9
2024-01-01T16:00:00Z,2024-01-01T17:00:00+01:00,77.29
2024-01-01T16:15:00Z,2024-01-01T17:15:00+01:00,76.34
2024-01-01T16:30:00Z,2024-01-01T17:30:00+01:00,76.34
2024-01-01T16:45:00Z,2024-01-01T17:45:00+01:00,-1.84
2024-01-01T17:00:00Z,2024-01-01T18:00:00+01:00,76.34
2024-01-01T17:15:00Z,2024-01-01T18:15:00+01:00,77.72
2024-01-01T17:30:00Z,2024-01-01T18:30:00+01:00,78.88
2024-01-01T17:45:00Z,2024-01-01T18:45:00+01:00,85.09
2024-01-01T18:00:00Z,2024-01-01T19:00:00+01:00,77.7
2024-01-01T18:15:00Z,2024-01-01T19:15:00+01:00,77.21
2024-01-01T18:30:00Z,2024-01-01T19:30:00+01:00,-29.76
2024-01-01T18:45:00Z,2024-01-01T19:45:00+01:00,-9.6
2024-01-01T19:00:00Z,2024-01-01T20:00:00+01:00,77.3
2024-01-01T19:15:00Z,2024-01-01T20:15:00+01:00,77.91
2024-01-01T19:30:00Z,2024-01-01T20:30:00+01:00,78.93
2024-01-01T19:45:00Z,2024-01-01T20:45:00+01:00,76.34
2024-01-01T20:00:00Z,2024-01-01T21:00:00+01:00,77.29
2024-01-01T20:15:00Z,2024-01-01T21:15:00+01:00,76.34
2024-01-01T20:30:00Z,2024-01-01T21:30:00+01:00,76.34
2024-01-01T20:45:00Z,2024-01-01T21:45:00+01:00,77.34
2024-01-01T21:00:00Z,2024-01-01T22:00:00+01:00,-38.97
2024-01-01T21:15:00Z,2024-01-01T22:15:00+01:00,-40.97
2024-01-01T21:30:00Z,2024-01-01T22:30:00+01:00,-49.69
2024-01-01T21:45:00Z,2024-01-01T22:45:00+01:00,77.08
2024-01-01T22:00:00Z,2024-01-01T23:00:00+01:00,78.09
2024-01-01T22:15:00Z,2024-01-01T23:15:00+01:00,78.96
2024-01-01T22:30:00Z,2024-01-01T23:30:00+01:00,76.34
2024-01-01T22:45:00Z,2024-01-01T23:45:00+01:00,76.34
2024-01-01T23:00:00Z,2024-01-02T00:00:00+01:00,-146.41
2024-01-01T23:15:00Z,2024-01-02T00:15:00+01:00,-66.81
2024-01-01T23:30:00Z,2024-01-02T00:30:00+01:00,-65.7
2024-01-01T23:45:00Z,2024-01-02T00:45:00+01:00,-65.38
2024-01-02T00:00:00Z,2024-01-02T01:00:00+01:00,-64.98
2024-01-02T00:15:00Z,2024-01-02T01:15:00+01:00,-64.22
2024-01-02T00:30:00Z,2024-01-02T01:30:00+01:00,-64.03
2024-01-02T00:45:00Z,2024-01-02T01:45:00+01:00,-26.15
2024-01-02T01:00:00Z,2024-01-02T02:00:00+01:00,90.82
2024-01-02T01:15:00Z,2024-01-02T02:15:00+01:00,88.34
2024-01-02T01:30:00Z,2024-01-02T02:30:00+01:00,92.46
2024-01-02T01:45:00Z,2024-01-02T02:45:00+01:00,85.14
2024-01-02T02:00:00Z,2024-01-02T03:00:00+01:00,-56.59
2024-01-02T02:15:00Z,2024-01-02T03:15:00+01:00,-61.61
2024-01-02T02:30:00Z,2024-01-02T03:30:00+01:00,-60.88
2024-01-02T02:45:00Z,2024-01-02T03:45:00+01:00,-60.56
2024-01-02T03:00:00Z,2024-01-02T04:00:00+01:00,-48.65
2024-01-02T03:15:00Z,2024-01-02T04:15:00+01:00,-54.03
2024-01-02T03:30:00Z,2024-01-02T04:30:00+01:00,-9.16
2024-01-02T03:45:00Z,2024-01-02T04:45:00+01:00,-19.49
2024-01-02T04:00:00Z,2024-01-02T05:00:00+01:00,-9.5
2024-01-02T04:15:00Z,2024-01-02T05:15:00+01:00,-20.87
2024-01-02T04:30:00Z,2024-01-02T05:30:00+01:00,-7.82
2024-01-02T04:45:00Z,2024-01-02T05:45:00+01:00,-29.94
2024-01-02T05:00:00Z,2024-01-02T06:00:00+01:00,-56.31
2024-01-02T05:15:00Z,2024-01-02T06:15:00+01:00,-56.7
2024-01-02T05:30:00Z,2024-01-02T06:30:00+01:00,-58.46
2024-01-02T05:45:00Z,2024-01-02T06:45:00+01:00,-53.83
2024-01-02T06:00:00Z,2024-01-02T07:00:00+01:00,-53.76
2024-01-02T06:15:00Z,2024-01-02T07:15:00+01:00,-20.56
2024-01-02T06:30:00Z,2024-01-02T07:30:00+01:00,-48.13
2024-01-02T06:45:00Z,2024-01-02T07:45:00+01:00,-24.31
2024-01-02T07:00:00Z,2024-01-02T08:00:00+01:00,80.8
2024-01-02T07:15:00Z,2024-01-02T08:15:00+01:00,98.93
2024-01-02T07:30:00Z,2024-01-02T08:30:00+01:00,98.66
2024-01-02T07:45:00Z,2024-01-02T08:45:00+01:00,111.61
2024-01-02T08:00:00Z,2024-01-02T09:00:00+01:00,109.65
2024-01-02T08:15:00Z,2024-01-02T09:15:00+01:00,144.68
2024-01-02T08:30:00Z,2024-01-02T09:30:00+01:00,143.57
2024-01-02T08:45:00Z,2024-01-02T09:45:00+01:00,88.96
2024-01-02T09:00:00Z,2024-01-02T10:00:00+01:00,11.4
2024-01-02T09:15:00Z,2024-01-02T10:15:00+01:00,59.68
2024-01-02T09:30:00Z,2024-01-02T10:30:00+01:00,63.07
2024-01-02T09:45:00Z,2024-01-02T10:45:00+01:00,79.73
2024-01-02T10:00:00Z,2024-01-02T11:00:00+01:00,97.15
2024-01-02T10:15:00Z,2024-01-02T11:15:00+01:00,100.84
2024-01-02T10:30:00Z,2024-01-02T11:30:00+01:00,128.85
2024-01-02T10:45:00Z,2024-01-02T11:45:00+01:00,141.74
2024-01-02T11:00:00Z,2024-01-02T12:00:00+01:00,149.76
2024-01-02T11:15:00Z,2024-01-02T12:15:00+01:00,115.24
2024-01-02T11:30:00Z,2024-01-02T12:30:00+01:00,81.0
2024-01-02T11:45:00Z,2024-01-02T12:45:00+01:00,60.01
2024-01-02T12:00:00Z,2024-01-02T13:00:00+01:00,104.69
2024-01-02T12:15:00Z,2024-01-02T13:15:00+01:00,17.51
2024-01-02T12:30:00Z,2024-01-02T13:30:00+01:00,108.95
2024-01-02T12:45:00Z,2024-01-02T13:45:00+01:00,103.17
2024-01-02T13:00:00Z,2024-01-02T14:00:00+01:00,102.92
2024-01-02T13:15:00Z,2024-01-02T14:15:00+01:00,103.62
2024-01-02T13:30:00Z,2024-01-02T14:30:00+01:00,106.49
2024-01-02T13:45:00Z,2024-01-02T14:45:00+01:00,102.17
2024-01-02T14:00:00Z,2024-01-02T15:00:00+01:00,105.38
2024-01-02T14:15:00Z,2024-01-02T15:15:00+01:00,109.86
2024-01-02T14:30:00Z,2024-01-02T15:30:00+01:00,112.01
2024-01-02T14:45:00Z,2024-01-02T15:45:00+01:00,-1.29
2024-01-02T15:00:00Z,2024-01-02T16:00:00+01:00,118.25
2024-01-02T15:15:00Z,2024-01-02T16:15:00+01:00,105.65
2024-01-02T15:30:00Z,2024-01-02T16:30:00+01:00,109.53
2024-01-02T15:45:00Z,2024-01-02T16:45:00+01:00,109.01
2024-01-02T16:00:00Z,2024-01-02T17:00:00+01:00,57.22
2024-01-02T16:15:00Z,2024-01-02T17:15:00+01:00,102.81
2024-01-02T16:30:00Z,2024-01-02T17:30:00+01:00,95.0
2024-01-02T16:45:00Z,2024-01-02T17:45:00+01:00,106.23
2024-01-02T17:00:00Z,2024-01-02T18:00:00+01:00,-6.72
2024-01-02T17:15:00Z,2024-01-02T18:15:00+01:00,-32.11
2024-01-02T17:30:00Z,2024-01-02T18:30:00+01:00,-15.76
2024-01-02T17:45:00Z,2024-01-02T18:45:00+01:00,111.83
2024-01-02T18:00:00Z,2024-01-02T19:00:00+01:00,-37.38
2024-01-02T18:15:00Z,2024-01-02T19:15:00+01:00,-14.7
2024-01-02T18:30:00Z,2024-01-02T19:30:00+01:00,45.89
2024-01-02T18:45:00Z,2024-01-02T19:45:00+01:00,95.0
2024-01-02T19:00:00Z,2024-01-02T20:00:00+01:00,114.91
2024-01-02T19:15:00Z,2024-01-02T20:15:00+01:00,114.15
2024-01-02T19:30:00Z,2024-01-02T20:30:00+01:00,105.7
2024-01-02T19:45:00Z,2024-01-02T20:45:00+01:00,96.99
2024-01-02T20:00:00Z,2024-01-02T21:00:00+01:00,129.8
2024-01-02T20:15:00Z,2024-01-02T21:15:00+01:00,128.36
2024-01-02T20:30:00Z,2024-01-02T21:30:00+01:00,96.99
2024-01-02T20:45:00Z,2024-01-02T21:45:00+01:00,114.03
2024-01-02T21:00:00Z,2024-01-02T22:00:00+01:00,515.1
2024-01-02T21:15:00Z,2024-01-02T22:15:00+01:00,325.12
2024-01-02T21:30:00Z,2024-01-02T22:30:00+01:00,127.32
2024-01-02T21:45:00Z,2024-01-02T22:45:00+01:00,96.99
2024-01-02T22:00:00Z,2024-01-02T23:00:00+01:00,119.97
2024-01-02T22:15:00Z,2024-01-02T23:15:00+01:00,116.84
2024-01-02T22:30:00Z,2024-01-02T23:30:00+01:00,107.13
2024-01-02T22:45:00Z,2024-01-02T23:45:00+01:00,96.99
2024-01-02T23:00:00Z,2024-01-03T00:00:00+01:00,112.09
2024-01-02T23:15:00Z,2024-01-03T00:15:00+01:00,85.21
2024-01-02T23:30:00Z,2024-01-03T00:30:00+01:00,86.03
2024-01-02T23:45:00Z,2024-01-03T00:45:00+01:00,85.34
2024-01-03T00:00:00Z,2024-01-03T01:00:00+01:00,-22.93
2024-01-03T00:15:00Z,2024-01-03T01:15:00+01:00,-20.11
2024-01-03T00:30:00Z,2024-01-03T01:30:00+01:00,-18.02
2024-01-03T00:45:00Z,2024-01-03T01:45:00+01:00,-2.91
2024-01-03T01:00:00Z,2024-01-03T02:00:00+01:00,85.15
2024-01-03T01:15:00Z,2024-01-03T02:15:00+01:00,84.36
2024-01-03T01:30:00Z,2024-01-03T02:30:00+01:00,84.25
2024-01-03T01:45:00Z,2024-01-03T02:45:00+01:00,-37.44
2024-01-03T02:00:00Z,2024-01-03T03:00:00+01:00,84.67
2024-01-03T02:15:00Z,2024-01-03T03:15:00+01:00,-35.67
2024-01-03T02:30:00Z,2024-01-03T03:30:00+01:00,84.25
2024-01-03T02:45:00Z,2024-01-03T03:45:00+01:00,84.25
2024-01-03T03:00:00Z,2024-01-03T04:00:00+01:00,84.34
2024-01-03T03:15:00Z,2024-01-03T04:15:00+01:00,84.34
2024-01-03T03:30:00Z,2024-01-03T04:30:00+01:00,84.34
2024-01-03T03:45:00Z,2024-01-03T04:45:00+01:00,-55.07
2024-01-03T04:00:00Z,2024-01-03T05:00:00+01:00,-31.58
2024-01-03T04:15:00Z,2024-01-03T05:15:00+01:00,-28.69
2024-01-03T04:30:00Z,2024-01-03T05:30:00+01:00,-6.61
2024-01-03T04:45:00Z,2024-01-03T05:45:00+01:00,100.19
2024-01-03T05:00:00Z,2024-01-03T06:00:00+01:00,103.85
2024-01-03T05:15:00Z,2024-01-03T06:15:00+01:00,104.36
2024-01-03T05:30:00Z,2024-01-03T06:30:00+01:00,108.92
2024-01-03T05:45:00Z,2024-01-03T06:45:00+01:00,104.1
2024-01-03T06:00:00Z,2024-01-03T07:00:00+01:00,-34.8
2024-01-03T06:15:00Z,2024-01-03T07:15:00+01:00,-17.23
2024-01-03T06:30:00Z,2024-01-03T07:30:00+01:00,-31.48
2024-01-03T06:45:00Z,2024-01-03T07:45:00+01:00,-7.7
2024-01-03T07:00:00Z,2024-01-03T08:00:00+01:00,8.43
2024-01-03T07:15:00Z,2024-01-03T08:15:00+01:00,104.0
2024-01-03T07:30:00Z,2024-01-03T08:30:00+01:00,112.04
2024-01-03T07:45:00Z,2024-01-03T08:45:00+01:00,112.65
2024-01-03T08:00:00Z,2024-01-03T09:00:00+01:00,5.49
2024-01-03T08:15:00Z,2024-01-03T09:15:00+01:00,-9.27
2024-01-03T08:30:00Z,2024-01-03T09:30:00+01:00,-9.43
2024-01-03T08:45:00Z,2024-01-03T09:45:00+01:00,-24.89
2024-01-03T09:00:00Z,2024-01-03T10:00:00+01:00,-16.27
2024-01-03T09:15:00Z,2024-01-03T10:15:00+01:00,-71.37
2024-01-03T09:30:00Z,2024-01-03T10:30:00+01:00,-30.6
2024-01-03T09:45:00Z,2024-01-03T10:45:00+01:00,-43.87
2024-01-03T10:00:00Z,2024-01-03T11:00:00+01:00,10.96
2024-01-03T10:15:00Z,2024-01-03T11:15:00+01:00,22.84
2024-01-03T10:30:00Z,2024-01-03T11:30:00+01:00,5.12
2024-01-03T10:45:00Z,2024-01-03T11:45:00+01:00,-24.14
2024-01-03T11:00:00Z,2024-01-03T12:00:00+01:00,108.04
2024-01-03T11:15:00Z,2024-01-03T12:15:00+01:00,110.82
2024-01-03T11:30:00Z,2024-01-03T12:30:00+01:00,105.26
2024-01-03T11:45:00Z,2024-01-03T12:45:00+01:00,96.28
2024-01-03T12:00:00Z,2024-01-03T13:00:00+01:00,-15.9
2024-01-03T12:15:00Z,2024-01-03T13:15:00+01:00,73.28
2024-01-03T12:30:00Z,2024-01-03T13:30:00+01:00,-25.26
2024-01-03T12:45:00Z,2024-01-03T13:45:00+01:00,-54.66
2024-01-03T13:00:00Z,2024-01-03T14:00:00+01:00,-30.14
2024-01-03T13:15:00Z,2024-01-03T14:15:00+01:00,-16.09
2024-01-03T13:30:00Z,2024-01-03T14:30:00+01:00,2.89
2024-01-03T13:45:00Z,2024-01-03T14:45:00+01:00,111.81
2024-01-03T14:00:00Z,2024-01-03T15:00:00+01:00,105.18
2024-01-03T14:15:00Z,2024-01-03T15:15:00+01:00,113.9
2024-01-03T14:30:00Z,2024-01-03T15:30:00+01:00,106.6
2024-01-03T14:45:00Z,2024-01-03T15:45:00+01:00,-12.99
2024-01-03T15:00:00Z,2024-01-03T16:00:00+01:00,89.25
2024-01-03T15:15:00Z,2024-01-03T16:15:00+01:00,115.34
2024-01-03T15:30:00Z,2024-01-03T16:30:00+01:00,117.8
2024-01-03T15:45:00Z,2024-01-03T16:45:00+01:00,119.09
2024-01-03T16:00:00Z,2024-01-03T17:00:00+01:00,105.83
2024-01-03T16:15:00Z,2024-01-03T17:15:00+01:00,120.65
2024-01-03T16:30:00Z,2024-01-03T17:30:00+01:00,112.8
2024-01-03T16:45:00Z,2024-01-03T17:45:00+01:00,106.12
2024-01-03T17:00:00Z,2024-01-03T18:00:00+01:00,79.89
2024-01-03T17:15:00Z,2024-01-03T18:15:00+01:00,78.33
2024-01-03T17:30:00Z,2024-01-03T18:30:00+01:00,52.8
2024-01-03T17:45:00Z,2024-01-03T18:45:00+01:00,107.21
2024-01-03T18:00:00Z,2024-01-03T19:00:00+01:00,105.98
2024-01-03T18:15:00Z,2024-01-03T19:15:00+01:00,111.39
2024-01-03T18:30:00Z,2024-01-03T19:30:00+01:00,114.47
2024-01-03T18:45:00Z,2024-01-03T19:45:00+01:00,130.86
2024-01-03T19:00:00Z,2024-01-03T20:00:00+01:00,125.58
2024-01-03T19:15:00Z,2024-01-03T20:15:00+01:00,-3.03
2024-01-03T19:30:00Z,2024-01-03T20:30:00+01:00,-10.37
2024-01-03T19:45:00Z,2024-01-03T20:45:00+01:00,12.78
2024-01-03T20:00:00Z,2024-01-03T21:00:00+01:00,-11.29
2024-01-03T20:15:00Z,2024-01-03T21:15:00+01:00,31.08
2024-01-03T20:30:00Z,2024-01-03T21:30:00+01:00,90.39
2024-01-03T20:45:00Z,2024-01-03T21:45:00+01:00,110.4
2024-01-03T21:00:00Z,2024-01-03T22:00:00+01:00,111.38
2024-01-03T21:15:00Z,2024-01-03T22:15:00+01:00,113.67
2024-01-03T21:30:00Z,2024-01-03T22:30:00+01:00,-14.84
2024-01-03T21:45:00Z,2024-01-03T22:45:00+01:00,93.6
2024-01-03T22:00:00Z,2024-01-03T23:00:00+01:00,103.89
2024-01-03T22:15:00Z,2024-01-03T23:15:00+01:00,110.71
2024-01-03T22:30:00Z,2024-01-03T23:30:00+01:00,-17.97
2024-01-03T22:45:00Z,2024-01-03T23:45:00+01:00,75.89
2024-01-03T23:00:00Z,2024-01-04T00:00:00+01:00,-11.06
2024-01-03T23:15:00Z,2024-01-04T00:15:00+01:00,-19.37
2024-01-03T23:30:00Z,2024-01-04T00:30:00+01:00,-14.89
2024-01-03T23:45:00Z,2024-01-04T00:45:00+01:00,-15.05
2024-01-04T00:00:00Z,2024-01-04T01:00:00+01:00,-4.54
2024-01-04T00:15:00Z,2024-01-04T01:15:00+01:00,-5.79
2024-01-04T00:30:00Z,2024-01-04T01:30:00+01:00,3.14
2024-01-04T00:45:00Z,2024-01-04T01:45:00+01:00,-19.41
2024-01-04T01:00:00Z,2024-01-04T02:00:00+01:00,-14.66
2024-01-04T01:15:00Z,2024-01-04T02:15:00+01:00,-23.4
2024-01-04T01:30:00Z,2024-01-04T02:30:00+01:00,-8.06
2024-01-04T01:45:00Z,2024-01-04T02:45:00+01:00,80.73
2024-01-04T02:00:00Z,2024-01-04T03:00:00+01:00,86.55
2024-01-04T02:15:00Z,2024-01-04T03:15:00+01:00,-10.62
2024-01-04T02:30:00Z,2024-01-04T03:30:00+01:00,80.73
2024-01-04T02:45:00Z,2024-01-04T03:45:00+01:00,80.73
2024-01-04T03:00:00Z,2024-01-04T04:00:00+01:00,85.17
2024-01-04T03:15:00Z,2024-01-04T04:15:00+01:00,92.44
2024-01-04T03:30:00Z,2024-01-04T04:30:00+01:00,92.13
2024-01-04T03:45:00Z,2024-01-04T04:45:00+01:00,92.77
2024-01-04T04:00:00Z,2024-01-04T05:00:00+01:00,88.82
2024-01-04T04:15:00Z,2024-01-04T05:15:00+01:00,89.37
2024-01-04T04:30:00Z,2024-01-04T05:30:00+01:00,-2.14
2024-01-04T04:45:00Z,2024-01-04T05:45:00+01:00,112.71
2024-01-04T05:00:00Z,2024-01-04T06:00:00+01:00,124.22
2024-01-04T05:15:00Z,2024-01-04T06:15:00+01:00,120.8
2024-01-04T05:30:00Z,2024-01-04T06:30:00+01:00,162.21
2024-01-04T05:45:00Z,2024-01-04T06:45:00+01:00,-12.46
2024-01-04T06:00:00Z,2024-01-04T07:00:00+01:00,-25.16
2024-01-04T06:15:00Z,2024-01-04T07:15:00+01:00,112.68
2024-01-04T06:30:00Z,2024-01-04T07:30:00+01:00,121.32
2024-01-04T06:45:00Z,2024-01-04T07:45:00+01:00,118.26
2024-01-04T07:00:00Z,2024-01-04T08:00:00+01:00,118.19
2024-01-04T07:15:00Z,2024-01-04T08:15:00+01:00,116.65
2024-01-04T07:30:00Z,2024-01-04T08:30:00+01:00,128.28
2024-01-04T07:45:00Z,2024-01-04T08:45:00+01:00,9.42
2024-01-04T08:00:00Z,2024-01-04T09:00:00+01:00,-157.36
2024-01-04T08:15:00Z,2024-01-04T09:15:00+01:00,-92.18
2024-01-04T08:30:00Z,2024-01-04T09:30:00+01:00,-56.36
2024-01-04T08:45:00Z,2024-01-04T09:45:00+01:00,-86.78
2024-01-04T09:00:00Z,2024-01-04T10:00:00+01:00,117.28
2024-01-04T09:15:00Z,2024-01-04T10:15:00+01:00,121.33
2024-01-04T09:30:00Z,2024-01-04T10:30:00+01:00,123.64
2024-01-04T09:45:00Z,2024-01-04T10:45:00+01:00,124.05
2024-01-04T10:00:00Z,2024-01-04T11:00:00+01:00,141.31
2024-01-04T10:15:00Z,2024-01-04T11:15:00+01:00,148.25
2024-01-04T10:30:00Z,2024-01-04T11:30:00+01:00,157.23
2024-01-04T10:45:00Z,2024-01-04T11:45:00+01:00,155.8
2024-01-04T11:00:00Z,2024-01-04T12:00:00+01:00,131.59
2024-01-04T11:15:00Z,2024-01-04T12:15:00+01:00,137.25
2024-01-04T11:30:00Z,2024-01-04T12:30:00+01:00,155.94
2024-01-04T11:45:00Z,2024-01-04T12:45:00+01:00,138.26
2024-01-04T12:00:00Z,2024-01-04T13:00:00+01:00,128.49
2024-01-04T12:15:00Z,2024-01-04T13:15:00+01:00,143.54
2024-01-04T12:30:00Z,2024-01-04T13:30:00+01:00,124.76
2024-01-04T12:45:00Z,2024-01-04T13:45:00+01:00,119.31
2024-01-04T13:00:00Z,2024-01-04T14:00:00+01:00,127.52
2024-01-04T13:15:00Z,2024-01-04T14:15:00+01:00,124.61
2024-01-04T13:30:00Z,2024-01-04T14:30:00+01:00,136.87
2024-01-04T13:45:00Z,2024-01-04T14:45:00+01:00,20.66
2024-01-04T14:00:00Z,2024-01-04T15:00:00+01:00,44.59
2024-01-04T14:15:00Z,2024-01-04T15:15:00+01:00,8.65
2024-01-04T14:30:00Z,2024-01-04T15:30:00+01:00,62.61
2024-01-04T14:45:00Z,2024-01-04T15:45:00+01:00,3.45
2024-01-04T15:00:00Z,2024-01-04T16:00:00+01:00,135.89
2024-01-04T15:15:00Z,2024-01-04T16:15:00+01:00,141.43
2024-01-04T15:30:00Z,2024-01-04T16:30:00+01:00,148.81
2024-01-04T15:45:00Z,2024-01-04T16:45:00+01:00,140.49
2024-01-04T16:00:00Z,2024-01-04T17:00:00+01:00,72.74
2024-01-04T16:15:00Z,2024-01-04T17:15:00+01:00,146.25
2024-01-04T16:30:00Z,2024-01-04T17:30:00+01:00,188.9
2024-01-04T16:45:00Z,2024-01-04T17:45:00+01:00,181.5
2024-01-04T17:00:00Z,2024-01-04T18:00:00+01:00,68.95
2024-01-04T17:15:00Z,2024-01-04T18:15:00+01:00,71.23
2024-01-04T17:30:00Z,2024-01-04T18:30:00+01:00,66.93
2024-01-04T17:45:00Z,2024-01-04T18:45:00+01:00,67.34
2024-01-04T18:00:00Z,2024-01-04T19:00:00+01:00,160.43
2024-01-04T18:15:00Z,2024-01-04T19:15:00+01:00,72.56
2024-01-04T18:30:00Z,2024-01-04T19:30:00+01:00,77.1
2024-01-04T18:45:00Z,2024-01-04T19:45:00+01:00,41.31
2024-01-04T19:00:00Z,2024-01-04T20:00:00+01:00,55.68
2024-01-04T19:15:00Z,2024-01-04T20:15:00+01:00,64.27
2024-01-04T19:30:00Z,2024-01-04T20:30:00+01:00,103.39
2024-01-04T19:45:00Z,2024-01-04T20:45:00+01:00,67.65
2024-01-04T20:00:00Z,2024-01-04T21:00:00+01:00,124.44
2024-01-04T20:15:00Z,2024-01-04T21:15:00+01:00,131.63
2024-01-04T20:30:00Z,2024-01-04T21:30:00+01:00,114.05
2024-01-04T20:45:00Z,2024-01-04T21:45:00+01:00,97.03
2024-01-04T21:00:00Z,2024-01-04T22:00:00+01:00,117.19
2024-01-04T21:15:00Z,2024-01-04T22:15:00+01:00,25.31
2024-01-04T21:30:00Z,2024-01-04T22:30:00+01:00,68.02
2024-01-04T21:45:00Z,2024-01-04T22:45:00+01:00,119.78
2024-01-04T22:00:00Z,2024-01-04T23:00:00+01:00,130.69
2024-01-04T22:15:00Z,2024-01-04T23:15:00+01:00,131.57
2024-01-04T22:30:00Z,2024-01-04T23:30:00+01:00,132.09
2024-01-04T22:45:00Z,2024-01-04T23:45:00+01:00,123.95
