timestamp_utc,timestamp_local,total_forecast_mwh,forecast_load_mw,hpfc_price_eur_mwh,day_ahead_price_eur_mwh,unhedged_day_ahead_cost_eur,coarse_cal_hedge_energy_mwh,coarse_cal_residual_da_mwh,coarse_cal_fixed_hedge_cost_eur,coarse_cal_da_shaping_cost_eur,coarse_cal_futures_payoff_eur,coarse_cal_effective_total_cost_eur,coarse_cal_financial_total_cost_eur,granular_hedge_energy_mwh,granular_residual_da_mwh,granular_fixed_hedge_cost_eur,granular_da_shaping_cost_eur,granular_futures_payoff_eur,granular_effective_total_cost_eur,granular_financial_total_cost_eur,timestamp,timestamp_local_plot
2024-01-15T01:45:00Z,2024-01-15T02:45:00+01:00,0.529272,2.117088,58.299427,63.94,33.84165168,1.0979940165427395,-0.5687220165427396,84.83101771809206,-36.36408573774277,-14.625280300349289,48.46693198034929,48.46693198034929,1.2609136542542183,-0.7316416542542183,94.97201643842772,-46.78116737301472,-14.349197385413008,48.190849065413,48.190849065413005,2024-01-15 01:45:00+00:00,2024-01-15 02:45:00+01:00
2024-01-15T02:00:00Z,2024-01-15T03:00:00+01:00,0.526026,2.104104,57.29161,62.04,32.634653039999996,1.0979940165427395,-0.5719680165427395,84.83101771809206,-35.48489574631156,-16.7114689317805,49.3461219717805,49.3461219717805,1.2609136542542183,-0.7348876542542183,94.97201643842772,-45.5924300699317,-16.744933328496018,49.379586368496014,49.379586368496014,2024-01-15 02:00:00+00:00,2024-01-15 03:00:00+01:00
2024-01-15T02:15:00Z,2024-01-15T03:15:00+01:00,0.524765,2.09906,57.29161,62.04,32.5564206,1.0979940165427395,-0.5732290165427395,84.83101771809206,-35.56312818631156,-16.7114689317805,49.2678895317805,49.267889531780504,1.2609136542542183,-0.7361486542542183,94.97201643842772,-45.6706625099317,-16.744933328496018,49.30135392849601,49.30135392849602,2024-01-15 02:15:00+00:00,2024-01-15 03:15:00+01:00
2024-01-15T02:30:00Z,2024-01-15T03:30:00+01:00,0.523465,2.09386,57.29161,62.04,32.475768599999995,1.0979940165427395,-0.5745290165427396,84.83101771809206,-35.64378018631156,-16.7114689317805,49.1872375317805,49.1872375317805,1.2609136542542183,-0.7374486542542183,94.97201643842772,-45.7513145099317,-16.744933328496018,49.22070192849601,49.22070192849601,2024-01-15 02:30:00+00:00,2024-01-15 03:30:00+01:00
2024-01-15T02:45:00Z,2024-01-15T03:45:00+01:00,0.526397,2.105588,57.29161,62.04,32.65766988,1.0979940165427395,-0.5715970165427395,84.83101771809206,-35.46187890631156,-16.7114689317805,49.369138811780495,49.3691388117805,1.2609136542542183,-0.7345166542542183,94.97201643842772,-45.569413229931705,-16.744933328496018,49.40260320849601,49.40260320849602,2024-01-15 02:45:00+00:00,2024-01-15 03:45:00+01:00
2024-01-15T03:00:00Z,2024-01-15T04:00:00+01:00,0.531558,2.126232,57.802518,62.04,32.977858319999996,1.0979940165427395,-0.5664360165427396,84.83101771809206,-35.14169046631156,-16.7114689317805,49.6893272517805,49.6893272517805,1.2609136542542183,-0.7293556542542183,94.97201643842772,-45.2492247899317,-16.744933328496018,49.72279164849601,49.72279164849601,2024-01-15 03:00:00+00:00,2024-01-15 04:00:00+01:00
2024-01-15T03:15:00Z,2024-01-15T04:15:00+01:00,0.5405880000000001,2.1623520000000003,57.802518,62.04,33.538079520000004,1.0979940165427395,-0.5574060165427395,84.83101771809206,-34.58146926631156,-16.7114689317805,50.2495484517805,50.249548451780505,1.2609136542542183,-0.7203256542542182,94.97201643842772,-44.6890035899317,-16.744933328496018,50.283012848496014,50.28301284849602,2024-01-15 03:15:00+00:00,2024-01-15 04:15:00+01:00
2024-01-15T03:30:00Z,2024-01-15T04:30:00+01:00,0.550674,2.202696,57.802518,62.04,34.163814959999996,1.0979940165427395,-0.5473200165427395,84.83101771809206,-33.95573382631156,-16.7114689317805,50.8752838917805,50.8752838917805,1.2609136542542183,-0.7102396542542183,94.97201643842772,-44.0632681499317,-16.744933328496018,50.908748288496014,50.908748288496014,2024-01-15 03:30:00+00:00,2024-01-15 04:30:00+01:00
2024-01-15T03:45:00Z,2024-01-15T04:45:00+01:00,0.562198,2.248792,57.802518,62.04,34.87876392,1.0979940165427395,-0.5357960165427396,84.83101771809206,-33.240784866311564,-16.7114689317805,51.59023285178049,51.5902328517805,1.2609136542542183,-0.6987156542542183,94.97201643842772,-43.34831918993171,-16.744933328496018,51.62369724849601,51.623697248496015,2024-01-15 03:45:00+00:00,2024-01-15 04:45:00+01:00
2024-01-15T04:00:00Z,2024-01-15T05:00:00+01:00,0.575004,2.300016,60.888958,69.25,39.819027,1.0979940165427395,-0.5229900165427396,84.83101771809206,-36.217058645584714,-8.794932072507336,48.61395907250734,48.613959072507335,1.2609136542542183,-0.6859096542542183,94.97201643842772,-47.49924355710462,-7.653745881323104,47.472772881323095,47.4727728813231,2024-01-15 04:00:00+00:00,2024-01-15 05:00:00+01:00
2024-01-15T04:15:00Z,2024-01-15T05:15:00+01:00,0.6016900000000001,2.40676,60.888958,69.25,41.667032500000005,1.0979940165427395,-0.4963040165427395,84.83101771809206,-34.36905314558471,-8.794932072507336,50.46196457250735,50.46196457250734,1.2609136542542183,-0.6592236542542182,94.97201643842772,-45.651238057104614,-7.653745881323104,49.3207783813231,49.32077838132311,2024-01-15 04:15:00+00:00,2024-01-15 05:15:00+01:00
2024-01-15T04:30:00Z,2024-01-15T05:30:00+01:00,0.65525,2.621,60.888958,69.25,45.3760625,1.0979940165427395,-0.4427440165427395,84.83101771809206,-30.660023145584713,-8.794932072507336,54.17099457250734,54.17099457250734,1.2609136542542183,-0.6056636542542183,94.97201643842772,-41.942208057104615,-7.653745881323104,53.0298083813231,53.02980838132311,2024-01-15 04:30:00+00:00,2024-01-15 05:30:00+01:00
2024-01-15T04:45:00Z,2024-01-15T05:45:00+01:00,0.748991,2.995964,60.888958,69.25,51.86762675,1.0979940165427395,-0.3490030165427396,84.83101771809206,-24.168458895584717,-8.794932072507336,60.662558822507336,60.662558822507336,1.2609136542542183,-0.5119226542542183,94.97201643842772,-35.45064380710462,-7.653745881323104,59.521372631323096,59.5213726313231,2024-01-15 04:45:00+00:00,2024-01-15 05:45:00+01:00
2024-01-15T05:00:00Z,2024-01-15T06:00:00+01:00,0.89038,3.56152,70.449224,79.95,71.185881,1.0979940165427395,-0.2076140165427396,84.83101771809206,-16.59874062259203,2.953603904499971,68.23227709550002,68.23227709550002,1.2609136542542183,-0.3705336542542183,94.97201643842772,-29.62416565762476,5.838030219197037,65.34785078080296,65.34785078080296,2024-01-15 05:00:00+00:00,2024-01-15 06:00:00+01:00
2024-01-15T05:15:00Z,2024-01-15T06:15:00+01:00,1.062843,4.251372,70.449224,79.95,84.97429785,1.0979940165427395,-0.0351510165427395,84.83101771809206,-2.8103237725920276,2.953603904499971,82.02069394550003,82.02069394550003,1.2609136542542183,-0.1980706542542183,94.97201643842772,-15.835748807624755,5.838030219197037,79.13626763080296,79.13626763080296,2024-01-15 05:15:00+00:00,2024-01-15 06:15:00+01:00
2024-01-15T05:30:00Z,2024-01-15T06:30:00+01:00,1.2426019999999998,4.970407999999999,70.449224,79.95,99.3460299,1.0979940165427395,0.1446079834572602,84.83101771809206,11.561408277407956,2.953603904499971,96.39242599550002,96.39242599550002,1.2609136542542183,-0.0183116542542185,94.97201643842772,-1.464016757624773,5.838030219197037,93.50799968080294,93.50799968080295,2024-01-15 05:30:00+00:00,2024-01-15 06:30:00+01:00
2024-01-15T05:45:00Z,2024-01-15T06:45:00+01:00,1.406546,5.626184,70.449224,79.95,112.4533527,1.0979940165427395,0.3085519834572605,84.83101771809206,24.66873107740798,2.953603904499971,109.49974879550004,109.49974879550004,1.2609136542542183,0.1456323457457817,94.97201643842772,11.643306042375253,5.838030219197037,106.61532248080296,106.61532248080296,2024-01-15 05:45:00+00:00,2024-01-15 06:45:00+01:00
2024-01-15T06:00:00Z,2024-01-15T07:00:00+01:00,1.536399,6.145596,83.473862,83.84,128.81169216,1.0979940165427395,0.4384049834572605,84.83101771809206,36.75587381305672,7.224800628851227,121.58689153114878,121.58689153114878,1.2609136542542183,0.2754853457457817,94.97201643842772,23.096691387326345,10.742984334245946,118.06870782575406,118.06870782575406,2024-01-15 06:00:00+00:00,2024-01-15 07:00:00+01:00
2024-01-15T06:15:00Z,2024-01-15T07:15:00+01:00,1.634996,6.5399840000000005,83.473862,83.84,137.07806464,1.0979940165427395,0.5370019834572606,84.83101771809206,45.02224629305673,7.224800628851227,129.85326401114878,129.85326401114878,1.2609136542542183,0.3740823457457818,94.97201643842772,31.36306386732635,10.742984334245946,126.33508030575406,126.33508030575406,2024-01-15 06:15:00+00:00,2024-01-15 07:15:00+01:00
2024-01-15T06:30:00Z,2024-01-15T07:30:00+01:00,1.709051,6.8362039999999995,83.473862,83.84,143.28683584,1.0979940165427395,0.6110569834572603,84.83101771809206,51.23101749305671,7.224800628851227,136.06203521114878,136.06203521114878,1.2609136542542183,0.4481373457457815,94.97201643842772,37.571835067326326,10.742984334245946,132.54385150575405,132.54385150575405,2024-01-15 06:30:00+00:00,2024-01-15 07:30:00+01:00
2024-01-15T06:45:00Z,2024-01-15T07:45:00+01:00,1.766053,7.064212,83.473862,83.84,148.06588352,1.0979940165427395,0.6680589834572606,84.83101771809206,56.01006517305673,7.224800628851227,140.8410828911488,140.84108289114877,1.2609136542542183,0.5051393457457818,94.97201643842772,42.350882747326345,10.742984334245946,137.32289918575407,137.32289918575407,2024-01-15 06:45:00+00:00,2024-01-15 07:45:00+01:00
2024-01-15T07:00:00Z,2024-01-15T08:00:00+01:00,1.812521,7.250083999999999,97.532734,99.3,179.98333529999996,1.5691057262325816,0.2434152737674182,125.6292917772324,24.171136685104628,30.182906837662955,149.80042846233704,149.800428462337,1.8436576216687932,-0.0311366216687933,146.6497514687522,-3.091866531711183,36.42545036295894,143.55788493704102,143.55788493704102,2024-01-15 07:00:00+00:00,2024-01-15 08:00:00+01:00
2024-01-15T07:15:00Z,2024-01-15T08:15:00+01:00,1.847271,7.389084,97.532734,99.3,183.4340103,1.5691057262325816,0.2781652737674185,125.6292917772324,27.621811685104657,30.182906837662955,153.25110346233706,153.25110346233706,1.8436576216687932,0.0036133783312068,146.6497514687522,0.3588084682888447,36.42545036295894,147.00855993704107,147.00855993704107,2024-01-15 07:15:00+00:00,2024-01-15 08:15:00+01:00
2024-01-15T07:30:00Z,2024-01-15T08:30:00+01:00,1.865858,7.463431999999999,97.532734,99.3,185.27969939999997,1.5691057262325816,0.2967522737674182,125.6292917772324,29.467500785104622,30.182906837662955,155.096792562337,155.096792562337,1.8436576216687932,0.0222003783312065,146.6497514687522,2.2044975682888137,36.42545036295894,148.85424903704103,148.85424903704103,2024-01-15 07:30:00+00:00,2024-01-15 08:30:00+01:00
2024-01-15T07:45:00Z,2024-01-15T08:45:00+01:00,1.866786,7.467143999999999,97.532734,99.3,185.3718498,1.5691057262325816,0.2976802737674182,125.6292917772324,29.55965118510463,30.182906837662955,155.18894296233702,155.18894296233702,1.8436576216687932,0.0231283783312066,146.6497514687522,2.2966479682888177,36.42545036295894,148.94639943704104,148.94639943704104,2024-01-15 07:45:00+00:00,2024-01-15 08:45:00+01:00
2024-01-15T08:00:00Z,2024-01-15T09:00:00+01:00,1.847367,7.389468,94.677213,100.29,185.27243643,1.5691057262325816,0.2782612737674184,125.6292917772324,27.906823146134393,31.73632150663323,153.5361149233668,153.53611492336677,1.8436576216687932,0.0037093783312067,146.6497514687522,0.3720135528367269,38.25067140841108,147.02176502158895,147.02176502158892,2024-01-15 08:00:00+00:00,2024-01-15 09:00:00+01:00
2024-01-15T08:15:00Z,2024-01-15T09:15:00+01:00,1.815571,7.262283999999999,94.677213,100.29,182.08361559,1.5691057262325816,0.2464652737674182,125.6292917772324,24.718002306134377,31.73632150663323,150.34729408336676,150.34729408336676,1.8436576216687932,-0.0280866216687933,146.6497514687522,-2.816807287163289,38.25067140841108,143.8329441815889,143.8329441815889,2024-01-15 08:15:00+00:00,2024-01-15 09:15:00+01:00
2024-01-15T08:30:00Z,2024-01-15T09:30:00+01:00,1.7767670000000002,7.107068000000001,94.677213,100.29,178.19196243000002,1.5691057262325816,0.2076612737674186,125.6292917772324,20.826349146134415,31.73632150663323,146.4556409233668,146.4556409233668,1.8436576216687932,-0.066890621668793,146.6497514687522,-6.708460447163251,38.25067140841108,139.94129102158897,139.94129102158894,2024-01-15 08:30:00+00:00,2024-01-15 09:30:00+01:00
2024-01-15T08:45:00Z,2024-01-15T09:45:00+01:00,1.7422299999999995,6.968919999999999,94.677213,100.29,174.72824669999997,1.5691057262325816,0.1731242737674181,125.6292917772324,17.362633416134365,31.73632150663323,142.99192519336677,142.99192519336674,1.8436576216687932,-0.1014276216687934,146.6497514687522,-10.1721761771633,38.25067140841108,136.47757529158892,136.4775752915889,2024-01-15 08:45:00+00:00,2024-01-15 09:45:00+01:00
2024-01-15T09:00:00Z,2024-01-15T10:00:00+01:00,1.717243,6.868971999999999,89.13676,94.88,162.93201584,1.5691057262325816,0.1481372737674182,125.6292917772324,14.055264535052643,23.247459527714938,139.68455631228505,139.68455631228505,1.8436576216687932,-0.1264146216687933,146.6497514687522,-11.994219303935113,28.27648367518287,134.6555321648171,134.65553216481712,2024-01-15 09:00:00+00:00,2024-01-15 10:00:00+01:00
2024-01-15T09:15:00Z,2024-01-15T10:15:00+01:00,1.701172,6.8046880000000005,89.13676,94.88,161.40719936,1.5691057262325816,0.1320662737674185,125.6292917772324,12.53044805505267,23.247459527714938,138.15973983228506,138.15973983228506,1.8436576216687932,-0.142485621668793,146.6497514687522,-13.519035783935086,28.27648367518287,133.13071568481712,133.13071568481712,2024-01-15 09:15:00+00:00,2024-01-15 10:15:00+01:00
2024-01-15T09:30:00Z,2024-01-15T10:30:00+01:00,1.6939290000000002,6.775716000000001,89.13676,94.88,160.71998352000003,1.5691057262325816,0.1248232737674186,125.6292917772324,11.84323221505268,23.247459527714938,137.47252399228506,137.4725239922851,1.8436576216687932,-0.1497286216687929,146.6497514687522,-14.206251623935076,28.27648367518287,132.44349984481713,132.44349984481715,2024-01-15 09:30:00+00:00,2024-01-15 10:30:00+01:00
2024-01-15T09:45:00Z,2024-01-15T10:45:00+01:00,1.695461,6.781844,89.13676,94.88,160.86533968,1.5691057262325816,0.1263552737674185,125.6292917772324,11.988588375052668,23.247459527714938,137.61788015228507,137.61788015228507,1.8436576216687932,-0.1481966216687931,146.6497514687522,-14.06089546393509,28.27648367518287,132.58885600481713,132.58885600481713,2024-01-15 09:45:00+00:00,2024-01-15 10:45:00+01:00
2024-01-15T10:00:00Z,2024-01-15T11:00:00+01:00,1.704045,6.81618,88.14289,90.26,153.8071017,1.5691057262325816,0.1349392737674184,125.6292917772324,12.179618850247188,15.998191072520427,137.80891062747958,137.80891062747958,1.8436576216687932,-0.1396126216687931,146.6497514687522,-12.601435231825272,19.75878546307308,134.04831623692695,134.04831623692692,2024-01-15 10:00:00+00:00,2024-01-15 11:00:00+01:00
2024-01-15T10:15:00Z,2024-01-15T11:15:00+01:00,1.7184430000000002,6.873772000000001,88.14289,90.26,155.10666518000002,1.5691057262325816,0.1493372737674185,125.6292917772324,13.4791823302472,15.998191072520427,139.1084741074796,139.1084741074796,1.8436576216687932,-0.125214621668793,146.6497514687522,-11.301871751825262,19.75878546307308,135.34787971692694,135.34787971692694,2024-01-15 10:15:00+00:00,2024-01-15 11:15:00+01:00
2024-01-15T10:30:00Z,2024-01-15T11:30:00+01:00,1.7393440000000002,6.957376000000001,88.14289,90.26,156.99318944000004,1.5691057262325816,0.1702382737674186,125.6292917772324,15.365706590247203,15.998191072520427,140.9949983674796,140.9949983674796,1.8436576216687932,-0.1043136216687929,146.6497514687522,-9.415347491825257,19.75878546307308,137.23440397692696,137.23440397692696,2024-01-15 10:30:00+00:00,2024-01-15 11:30:00+01:00
2024-01-15T10:45:00Z,2024-01-15T11:45:00+01:00,1.7669550000000005,7.067820000000001,88.14289,90.26,159.48535830000003,1.5691057262325816,0.1978492737674186,125.6292917772324,17.85787545024721,15.998191072520427,143.4871672274796,143.4871672274796,1.8436576216687932,-0.0767026216687929,146.6497514687522,-6.923178631825251,19.75878546307308,139.72657283692698,139.72657283692695,2024-01-15 10:45:00+00:00,2024-01-15 11:45:00+01:00
2024-01-15T11:00:00Z,2024-01-15T12:00:00+01:00,1.799216,7.196864,88.780747,83.86,150.88225376,1.5691057262325816,0.2301102737674183,125.6292917772324,19.297047558135706,5.955914424631885,144.92633933536808,144.9263393353681,1.8436576216687932,-0.0444416216687932,146.6497514687522,-3.726874393145005,7.959376684392794,142.9228770756072,142.9228770756072,2024-01-15 11:00:00+00:00,2024-01-15 12:00:00+01:00
2024-01-15T11:15:00Z,2024-01-15T12:15:00+01:00,1.829041,7.316164,88.780747,83.86,153.38337826,1.5691057262325816,0.2599352737674183,125.6292917772324,21.7981720581357,5.955914424631885,147.4274638353681,147.42746383536812,1.8436576216687932,-0.0146166216687932,146.6497514687522,-1.2257498931450057,7.959376684392794,145.4240015756072,145.4240015756072,2024-01-15 11:15:00+00:00,2024-01-15 12:15:00+01:00
2024-01-15T11:30:00Z,2024-01-15T12:30:00+01:00,1.847105,7.38842,88.780747,83.86,154.8982253,1.5691057262325816,0.2779992737674184,125.6292917772324,23.313019098135708,5.955914424631885,148.9423108753681,148.94231087536812,1.8436576216687932,0.0034473783312067,146.6497514687522,0.289097146855001,7.959376684392794,146.9388486156072,146.9388486156072,2024-01-15 11:30:00+00:00,2024-01-15 12:30:00+01:00
2024-01-15T11:45:00Z,2024-01-15T12:45:00+01:00,1.847049,7.388196000000001,88.780747,83.86,154.89352914000003,1.5691057262325816,0.2779432737674185,125.6292917772324,23.30832293813572,5.955914424631885,148.9376147153681,148.93761471536814,1.8436576216687932,0.0033913783312069,146.6497514687522,0.2844009868550149,7.959376684392794,146.93415245560723,146.93415245560723,2024-01-15 11:45:00+00:00,2024-01-15 12:45:00+01:00
2024-01-15T12:00:00Z,2024-01-15T13:00:00+01:00,1.822363,7.289452,83.544389,82.15,149.70712045000002,1.5691057262325816,0.2532572737674183,125.6292917772324,20.80508503999342,3.272743632774194,146.43437681722585,146.43437681722585,1.8436576216687932,-0.0212946216687932,146.6497514687522,-1.749353170091366,4.806722151339159,144.90039829866086,144.90039829866086,2024-01-15 12:00:00+00:00,2024-01-15 13:00:00+01:00
2024-01-15T12:15:00Z,2024-01-15T13:15:00+01:00,1.779511,7.118044,83.544389,82.15,146.18682865000002,1.5691057262325816,0.2104052737674184,125.6292917772324,17.284793239993427,3.272743632774194,142.91408501722583,142.91408501722583,1.8436576216687932,-0.0641466216687931,146.6497514687522,-5.269644970091357,4.806722151339159,141.3801064986609,141.3801064986609,2024-01-15 12:15:00+00:00,2024-01-15 13:15:00+01:00
2024-01-15T12:30:00Z,2024-01-15T13:30:00+01:00,1.726631,6.906524,83.544389,82.15,141.84273665,1.5691057262325816,0.1575252737674184,125.6292917772324,12.940701239993423,3.272743632774194,138.5699930172258,138.5699930172258,1.8436576216687932,-0.1170266216687931,146.6497514687522,-9.61373697009136,4.806722151339159,137.03601449866085,137.03601449866085,2024-01-15 12:30:00+00:00,2024-01-15 13:30:00+01:00
2024-01-15T12:45:00Z,2024-01-15T13:45:00+01:00,1.6741909999999998,6.696763999999999,83.544389,82.15,137.53479065,1.5691057262325816,0.1050852737674181,125.6292917772324,8.632755239993402,3.272743632774194,134.2620470172258,134.2620470172258,1.8436576216687932,-0.1694666216687934,146.6497514687522,-13.921682970091382,4.806722151339159,132.72806849866083,132.72806849866083,2024-01-15 12:45:00+00:00,2024-01-15 13:45:00+01:00
2024-01-15T13:00:00Z,2024-01-15T14:00:00+01:00,1.6280800000000002,6.512320000000001,83.069704,84.5,137.57276000000002,1.5691057262325816,0.0589742737674185,125.6292917772324,4.983326133346871,6.960142089420742,130.61261791057927,130.61261791057927,1.8436576216687932,-0.215577621668793,146.6497514687522,-18.21630903101301,9.1393175622608,128.4334424377392,128.43344243773922,2024-01-15 13:00:00+00:00,2024-01-15 14:00:00+01:00
2024-01-15T13:15:00Z,2024-01-15T14:15:00+01:00,1.590176,6.360704,83.069704,84.5,134.36987200000002,1.5691057262325816,0.0210702737674184,125.6292917772324,1.7804381333468575,6.960142089420742,127.40972991057926,127.40972991057929,1.8436576216687932,-0.2534816216687932,146.6497514687522,-21.419197031013024,9.1393175622608,125.2305544377392,125.23055443773922,2024-01-15 13:15:00+00:00,2024-01-15 14:15:00+01:00
2024-01-15T13:30:00Z,2024-01-15T14:30:00+01:00,1.559088,6.236352,83.069704,84.5,131.742936,1.5691057262325816,-0.0100177262325815,125.6292917772324,-0.8464978666531426,6.960142089420742,124.78279391057926,124.78279391057929,1.8436576216687932,-0.2845696216687932,146.6497514687522,-24.046133031013024,9.1393175622608,122.6036184377392,122.6036184377392,2024-01-15 13:30:00+00:00,2024-01-15 14:30:00+01:00
2024-01-15T13:45:00Z,2024-01-15T14:45:00+01:00,1.5320020000000003,6.128008000000001,83.069704,84.5,129.45416900000004,1.5691057262325816,-0.0371037262325812,125.6292917772324,-3.1352648666531193,6.960142089420742,122.49402691057928,122.4940269105793,1.8436576216687932,-0.3116556216687929,146.6497514687522,-26.334900031013,9.1393175622608,120.3148514377392,120.31485143773924,2024-01-15 13:45:00+00:00,2024-01-15 14:45:00+01:00
2024-01-15T14:00:00Z,2024-01-15T15:00:00+01:00,1.509424,6.0376959999999995,82.66919,89.44,135.00288256,1.5691057262325816,-0.0596817262325817,125.6292917772324,-5.337933594242109,14.71152437700971,120.29135818299028,120.29135818299028,1.8436576216687932,-0.3342336216687933,146.6497514687522,-29.893855122056873,18.24698621330464,116.75589634669534,116.75589634669537,2024-01-15 14:00:00+00:00,2024-01-15 15:00:00+01:00
2024-01-15T14:15:00Z,2024-01-15T15:15:00+01:00,1.4921999999999995,5.968799999999999,82.66919,89.44,133.46236799999997,1.5691057262325816,-0.0769057262325818,125.6292917772324,-6.87844815424212,14.71152437700971,118.75084362299027,118.75084362299026,1.8436576216687932,-0.3514576216687934,146.6497514687522,-31.43436968205689,18.24698621330464,115.21538178669532,115.21538178669532,2024-01-15 14:15:00+00:00,2024-01-15 15:15:00+01:00
