hour,hpfc_price_eur_mwh,is_peak,local
2024-01-17 04:00:00+00:00,60.888958,0,2024-01-17 05:00:00+01:00
2024-01-17 05:00:00+00:00,70.449224,0,2024-01-17 06:00:00+01:00
2024-01-17 06:00:00+00:00,83.473862,0,2024-01-17 07:00:00+01:00
2024-01-17 07:00:00+00:00,97.532734,1,2024-01-17 08:00:00+01:00
2024-01-17 08:00:00+00:00,94.677213,1,2024-01-17 09:00:00+01:00
2024-01-17 09:00:00+00:00,89.13676,1,2024-01-17 10:00:00+01:00
2024-01-17 10:00:00+00:00,88.14289,1,2024-01-17 11:00:00+01:00
2024-01-17 11:00:00+00:00,88.780747,1,2024-01-17 12:00:00+01:00
2024-01-17 12:00:00+00:00,83.544389,1,2024-01-17 13:00:00+01:00
2024-01-17 13:00:00+00:00,83.069704,1,2024-01-17 14:00:00+01:00
2024-01-17 14:00:00+00:00,82.66919,1,2024-01-17 15:00:00+01:00
2024-01-17 15:00:00+00:00,84.04874,1,2024-01-17 16:00:00+01:00
2024-01-17 16:00:00+00:00,91.903278,1,2024-01-17 17:00:00+01:00
2024-01-17 17:00:00+00:00,92.422463,1,2024-01-17 18:00:00+01:00
2024-01-17 18:00:00+00:00,88.231893,1,2024-01-17 19:00:00+01:00
2024-01-17 19:00:00+00:00,76.468132,0,2024-01-17 20:00:00+01:00
2024-01-17 20:00:00+00:00,71.946952,0,2024-01-17 21:00:00+01:00
2024-01-17 21:00:00+00:00,69.308431,0,2024-01-17 22:00:00+01:00
2024-01-17 22:00:00+00:00,63.919408,0,2024-01-17 23:00:00+01:00
2024-01-17 23:00:00+00:00,59.923133,0,2024-01-18 00:00:00+01:00
2024-01-18 00:00:00+00:00,57.305607,0,2024-01-18 01:00:00+01:00
2024-01-18 01:00:00+00:00,58.299427,0,2024-01-18 02:00:00+01:00
2024-01-18 02:00:00+00:00,57.29161,0,2024-01-18 03:00:00+01:00
2024-01-18 03:00:00+00:00,57.802518,0,2024-01-18 04:00:00+01:00
2024-01-18 04:00:00+00:00,60.888958,0,2024-01-18 05:00:00+01:00
2024-01-18 05:00:00+00:00,70.449224,0,2024-01-18 06:00:00+01:00
2024-01-18 06:00:00+00:00,83.473862,0,2024-01-18 07:00:00+01:00
2024-01-18 07:00:00+00:00,97.532734,1,2024-01-18 08:00:00+01:00
2024-01-18 08:00:00+00:00,94.677213,1,2024-01-18 09:00:00+01:00
2024-01-18 09:00:00+00:00,89.13676,1,2024-01-18 10:00:00+01:00
2024-01-18 10:00:00+00:00,88.14289,1,2024-01-18 11:00:00+01:00
2024-01-18 11:00:00+00:00,88.780747,1,2024-01-18 12:00:00+01:00
2024-01-18 12:00:00+00:00,83.544389,1,2024-01-18 13:00:00+01:00
2024-01-18 13:00:00+00:00,83.069704,1,2024-01-18 14:00:00+01:00
2024-01-18 14:00:00+00:00,82.66919,1,2024-01-18 15:00:00+01:00
2024-01-18 15:00:00+00:00,84.04874,1,2024-01-18 16:00:00+01:00
2024-01-18 16:00:00+00:00,91.903278,1,2024-01-18 17:00:00+01:00
2024-01-18 17:00:00+00:00,92.422463,1,2024-01-18 18:00:00+01:00
2024-01-18 18:00:00+00:00,88.231893,1,2024-01-18 19:00:00+01:00
2024-01-18 19:00:00+00:00,76.468132,0,2024-01-18 20:00:00+01:00
2024-01-18 20:00:00+00:00,71.946952,0,2024-01-18 21:00:00+01:00
2024-01-18 21:00:00+00:00,69.308431,0,2024-01-18 22:00:00+01:00
2024-01-18 22:00:00+00:00,63.919408,0,2024-01-18 23:00:00+01:00
2024-01-18 23:00:00+00:00,59.923133,0,2024-01-19 00:00:00+01:00
2024-01-19 00:00:00+00:00,57.305607,0,2024-01-19 01:00:00+01:00
2024-01-19 01:00:00+00:00,58.299427,0,2024-01-19 02:00:00+01:00
2024-01-19 02:00:00+00:00,57.29161,0,2024-01-19 03:00:00+01:00
2024-01-19 03:00:00+00:00,57.802518,0,2024-01-19 04:00:00+01:00
2024-01-19 04:00:00+00:00,60.888958,0,2024-01-19 05:00:00+01:00
2024-01-19 05:00:00+00:00,70.449224,0,2024-01-19 06:00:00+01:00
2024-01-19 06:00:00+00:00,83.473862,0,2024-01-19 07:00:00+01:00
2024-01-19 07:00:00+00:00,97.532734,1,2024-01-19 08:00:00+01:00
2024-01-19 08:00:00+00:00,94.677213,1,2024-01-19 09:00:00+01:00
2024-01-19 09:00:00+00:00,89.13676,1,2024-01-19 10:00:00+01:00
2024-01-19 10:00:00+00:00,88.14289,1,2024-01-19 11:00:00+01:00
2024-01-19 11:00:00+00:00,88.780747,1,2024-01-19 12:00:00+01:00
2024-01-19 12:00:00+00:00,83.544389,1,2024-01-19 13:00:00+01:00
2024-01-19 13:00:00+00:00,83.069704,1,2024-01-19 14:00:00+01:00
2024-01-19 14:00:00+00:00,82.66919,1,2024-01-19 15:00:00+01:00
2024-01-19 15:00:00+00:00,84.04874,1,2024-01-19 16:00:00+01:00
2024-01-19 16:00:00+00:00,91.903278,1,2024-01-19 17:00:00+01:00
2024-01-19 17:00:00+00:00,92.422463,1,2024-01-19 18:00:00+01:00
2024-01-19 18:00:00+00:00,88.231893,1,2024-01-19 19:00:00+01:00
2024-01-19 19:00:00+00:00,76.468132,0,2024-01-19 20:00:00+01:00
2024-01-19 20:00:00+00:00,71.946952,0,2024-01-19 21:00:00+01:00
2024-01-19 21:00:00+00:00,69.308431,0,2024-01-19 22:00:00+01:00
2024-01-19 22:00:00+00:00,63.919408,0,2024-01-19 23:00:00+01:00
2024-01-19 23:00:00+00:00,64.948221,0,2024-01-20 00:00:00+01:00
2024-01-20 00:00:00+00:00,59.916134,0,2024-01-20 01:00:00+01:00
2024-01-20 01:00:00+00:00,60.000119,0,2024-01-20 02:00:00+01:00
2024-01-20 02:00:00+00:00,57.529566,0,2024-01-20 03:00:00+01:00
2024-01-20 03:00:00+00:00,54.254161,0,2024-01-20 04:00:00+01:00
2024-01-20 04:00:00+00:00,55.709896,0,2024-01-20 05:00:00+01:00
2024-01-20 05:00:00+00:00,57.158634,0,2024-01-20 06:00:00+01:00
2024-01-20 06:00:00+00:00,59.923133,0,2024-01-20 07:00:00+01:00
2024-01-20 07:00:00+00:00,68.020664,0,2024-01-20 08:00:00+01:00
2024-01-20 08:00:00+00:00,73.052751,0,2024-01-20 09:00:00+01:00
2024-01-20 09:00:00+00:00,74.690455,0,2024-01-20 10:00:00+01:00
2024-01-20 10:00:00+00:00,76.923049,0,2024-01-20 11:00:00+01:00
2024-01-20 11:00:00+00:00,76.412142,0,2024-01-20 12:00:00+01:00
2024-01-20 12:00:00+00:00,70.869147,0,2024-01-20 13:00:00+01:00
2024-01-20 13:00:00+00:00,69.58838,0,2024-01-20 14:00:00+01:00
2024-01-20 14:00:00+00:00,71.541025,0,2024-01-20 15:00:00+01:00
2024-01-20 15:00:00+00:00,79.155645,0,2024-01-20 16:00:00+01:00
2024-01-20 16:00:00+00:00,86.84725,0,2024-01-20 17:00:00+01:00
2024-01-20 17:00:00+00:00,89.086844,0,2024-01-20 18:00:00+01:00
2024-01-20 18:00:00+00:00,86.161374,0,2024-01-20 19:00:00+01:00
2024-01-20 19:00:00+00:00,79.162644,0,2024-01-20 20:00:00+01:00
2024-01-20 20:00:00+00:00,72.940772,0,2024-01-20 21:00:00+01:00
2024-01-20 21:00:00+00:00,72.023938,0,2024-01-20 22:00:00+01:00
2024-01-20 22:00:00+00:00,66.536933,0,2024-01-20 23:00:00+01:00
2024-01-20 23:00:00+00:00,64.948221,0,2024-01-21 00:00:00+01:00
2024-01-21 00:00:00+00:00,59.916134,0,2024-01-21 01:00:00+01:00
2024-01-21 01:00:00+00:00,60.000119,0,2024-01-21 02:00:00+01:00
2024-01-21 02:00:00+00:00,57.529566,0,2024-01-21 03:00:00+01:00
2024-01-21 03:00:00+00:00,54.254161,0,2024-01-21 04:00:00+01:00
2024-01-21 04:00:00+00:00,55.709896,0,2024-01-21 05:00:00+01:00
2024-01-21 05:00:00+00:00,57.158634,0,2024-01-21 06:00:00+01:00
2024-01-21 06:00:00+00:00,59.923133,0,2024-01-21 07:00:00+01:00
2024-01-21 07:00:00+00:00,68.020664,0,2024-01-21 08:00:00+01:00
2024-01-21 08:00:00+00:00,73.052751,0,2024-01-21 09:00:00+01:00
2024-01-21 09:00:00+00:00,74.690455,0,2024-01-21 10:00:00+01:00
2024-01-21 10:00:00+00:00,76.923049,0,2024-01-21 11:00:00+01:00
2024-01-21 11:00:00+00:00,76.412142,0,2024-01-21 12:00:00+01:00
2024-01-21 12:00:00+00:00,70.869147,0,2024-01-21 13:00:00+01:00
2024-01-21 13:00:00+00:00,69.58838,0,2024-01-21 14:00:00+01:00
2024-01-21 14:00:00+00:00,71.541025,0,2024-01-21 15:00:00+01:00
2024-01-21 15:00:00+00:00,79.155645,0,2024-01-21 16:00:00+01:00
2024-01-21 16:00:00+00:00,86.84725,0,2024-01-21 17:00:00+01:00
2024-01-21 17:00:00+00:00,89.086844,0,2024-01-21 18:00:00+01:00
2024-01-21 18:00:00+00:00,86.161374,0,2024-01-21 19:00:00+01:00
2024-01-21 19:00:00+00:00,79.162644,0,2024-01-21 20:00:00+01:00
2024-01-21 20:00:00+00:00,72.940772,0,2024-01-21 21:00:00+01:00
2024-01-21 21:00:00+00:00,72.023938,0,2024-01-21 22:00:00+01:00
2024-01-21 22:00:00+00:00,66.536933,0,2024-01-21 23:00:00+01:00
2024-04-14 22:00:00+00:00,58.261388,0,2024-04-15 00:00:00+02:00
2024-04-14 23:00:00+00:00,57.6401,0,2024-04-15 01:00:00+02:00
2024-04-15 00:00:00+00:00,57.049875,0,2024-04-15 02:00:00+02:00
2024-04-15 01:00:00+00:00,56.381989,0,2024-04-15 03:00:00+02:00
2024-04-15 02:00:00+00:00,57.624567,0,2024-04-15 04:00:00+02:00
2024-04-15 03:00:00+00:00,63.759797,0,2024-04-15 05:00:00+02:00
2024-04-15 04:00:00+00:00,74.414906,0,2024-04-15 06:00:00+02:00
2024-04-15 05:00:00+00:00,91.267374,0,2024-04-15 07:00:00+02:00
2024-04-15 06:00:00+00:00,77.62419,1,2024-04-15 08:00:00+02:00
2024-04-15 07:00:00+00:00,66.897327,1,2024-04-15 09:00:00+02:00
2024-04-15 08:00:00+00:00,62.109704,1,2024-04-15 10:00:00+02:00
2024-04-15 09:00:00+00:00,59.017158,1,2024-04-15 11:00:00+02:00
2024-04-15 10:00:00+00:00,54.164838,1,2024-04-15 12:00:00+02:00
2024-04-15 11:00:00+00:00,52.637974,1,2024-04-15 13:00:00+02:00
2024-04-15 12:00:00+00:00,50.114767,1,2024-04-15 14:00:00+02:00
2024-04-15 13:00:00+00:00,50.826441,1,2024-04-15 15:00:00+02:00
2024-04-15 14:00:00+00:00,50.464135,1,2024-04-15 16:00:00+02:00
2024-04-15 15:00:00+00:00,55.122362,1,2024-04-15 17:00:00+02:00
2024-04-15 16:00:00+00:00,60.828691,1,2024-04-15 18:00:00+02:00
2024-04-15 17:00:00+00:00,70.390998,1,2024-04-15 19:00:00+02:00
2024-04-15 18:00:00+00:00,82.305278,0,2024-04-15 20:00:00+02:00
2024-04-15 19:00:00+00:00,74.212987,0,2024-04-15 21:00:00+02:00
2024-04-15 20:00:00+00:00,69.895027,0,2024-04-15 22:00:00+02:00
2024-04-15 21:00:00+00:00,64.645134,0,2024-04-15 23:00:00+02:00
2024-04-15 22:00:00+00:00,58.261388,0,2024-04-16 00:00:00+02:00
2024-04-15 23:00:00+00:00,57.6401,0,2024-04-16 01:00:00+02:00
2024-04-16 00:00:00+00:00,57.049875,0,2024-04-16 02:00:00+02:00
2024-04-16 01:00:00+00:00,56.381989,0,2024-04-16 03:00:00+02:00
2024-04-16 02:00:00+00:00,57.624567,0,2024-04-16 04:00:00+02:00
2024-04-16 03:00:00+00:00,63.759797,0,2024-04-16 05:00:00+02:00
2024-04-16 04:00:00+00:00,74.414906,0,2024-04-16 06:00:00+02:00
2024-04-16 05:00:00+00:00,91.267374,0,2024-04-16 07:00:00+02:00
2024-04-16 06:00:00+00:00,77.62419,1,2024-04-16 08:00:00+02:00
2024-04-16 07:00:00+00:00,66.897327,1,2024-04-16 09:00:00+02:00
2024-04-16 08:00:00+00:00,62.109704,1,2024-04-16 10:00:00+02:00
2024-04-16 09:00:00+00:00,59.017158,1,2024-04-16 11:00:00+02:00
2024-04-16 10:00:00+00:00,54.164838,1,2024-04-16 12:00:00+02:00
2024-04-16 11:00:00+00:00,52.637974,1,2024-04-16 13:00:00+02:00
2024-04-16 12:00:00+00:00,50.114767,1,2024-04-16 14:00:00+02:00
2024-04-16 13:00:00+00:00,50.826441,1,2024-04-16 15:00:00+02:00
2024-04-16 14:00:00+00:00,50.464135,1,2024-04-16 16:00:00+02:00
2024-04-16 15:00:00+00:00,55.122362,1,2024-04-16 17:00:00+02:00
2024-04-16 16:00:00+00:00,60.828691,1,2024-04-16 18:00:00+02:00
2024-04-16 17:00:00+00:00,70.390998,1,2024-04-16 19:00:00+02:00
2024-04-16 18:00:00+00:00,82.305278,0,2024-04-16 20:00:00+02:00
2024-04-16 19:00:00+00:00,74.212987,0,2024-04-16 21:00:00+02:00
2024-04-16 20:00:00+00:00,69.895027,0,2024-04-16 22:00:00+02:00
2024-04-16 21:00:00+00:00,64.645134,0,2024-04-16 23:00:00+02:00
2024-04-16 22:00:00+00:00,58.261388,0,2024-04-17 00:00:00+02:00
2024-04-16 23:00:00+00:00,57.6401,0,2024-04-17 01:00:00+02:00
2024-04-17 00:00:00+00:00,57.049875,0,2024-04-17 02:00:00+02:00
2024-04-17 01:00:00+00:00,56.381989,0,2024-04-17 03:00:00+02:00
2024-04-17 02:00:00+00:00,57.624567,0,2024-04-17 04:00:00+02:00
2024-04-17 03:00:00+00:00,63.759797,0,2024-04-17 05:00:00+02:00
2024-04-17 04:00:00+00:00,74.414906,0,2024-04-17 06:00:00+02:00
2024-04-17 05:00:00+00:00,91.267374,0,2024-04-17 07:00:00+02:00
2024-04-17 06:00:00+00:00,77.62419,1,2024-04-17 08:00:00+02:00
2024-04-17 07:00:00+00:00,66.897327,1,2024-04-17 09:00:00+02:00
2024-04-17 08:00:00+00:00,62.109704,1,2024-04-17 10:00:00+02:00
2024-04-17 09:00:00+00:00,59.017158,1,2024-04-17 11:00:00+02:00
2024-04-17 10:00:00+00:00,54.164838,1,2024-04-17 12:00:00+02:00
2024-04-17 11:00:00+00:00,52.637974,1,2024-04-17 13:00:00+02:00
2024-04-17 12:00:00+00:00,50.114767,1,2024-04-17 14:00:00+02:00
2024-04-17 13:00:00+00:00,50.826441,1,2024-04-17 15:00:00+02:00
2024-04-17 14:00:00+00:00,50.464135,1,2024-04-17 16:00:00+02:00
2024-04-17 15:00:00+00:00,55.122362,1,2024-04-17 17:00:00+02:00
2024-04-17 16:00:00+00:00,60.828691,1,2024-04-17 18:00:00+02:00
2024-04-17 17:00:00+00:00,70.390998,1,2024-04-17 19:00:00+02:00
2024-04-17 18:00:00+00:00,82.305278,0,2024-04-17 20:00:00+02:00
2024-04-17 19:00:00+00:00,74.212987,0,2024-04-17 21:00:00+02:00
2024-04-17 20:00:00+00:00,69.895027,0,2024-04-17 22:00:00+02:00
2024-04-17 21:00:00+00:00,64.645134,0,2024-04-17 23:00:00+02:00
2024-04-17 22:00:00+00:00,58.261388,0,2024-04-18 00:00:00+02:00
2024-04-17 23:00:00+00:00,57.6401,0,2024-04-18 01:00:00+02:00
2024-04-18 00:00:00+00:00,57.049875,0,2024-04-18 02:00:00+02:00
2024-04-18 01:00:00+00:00,56.381989,0,2024-04-18 03:00:00+02:00
2024-04-18 02:00:00+00:00,57.624567,0,2024-04-18 04:00:00+02:00
2024-04-18 03:00:00+00:00,63.759797,0,2024-04-18 05:00:00+02:00
2024-04-18 04:00:00+00:00,74.414906,0,2024-04-18 06:00:00+02:00
2024-04-18 05:00:00+00:00,91.267374,0,2024-04-18 07:00:00+02:00
2024-04-18 06:00:00+00:00,77.62419,1,2024-04-18 08:00:00+02:00
2024-04-18 07:00:00+00:00,66.897327,1,2024-04-18 09:00:00+02:00
2024-04-18 08:00:00+00:00,62.109704,1,2024-04-18 10:00:00+02:00
2024-04-18 09:00:00+00:00,59.017158,1,2024-04-18 11:00:00+02:00
2024-04-18 10:00:00+00:00,54.164838,1,2024-04-18 12:00:00+02:00
2024-04-18 11:00:00+00:00,52.637974,1,2024-04-18 13:00:00+02:00
2024-04-18 12:00:00+00:00,50.114767,1,2024-04-18 14:00:00+02:00
2024-04-18 13:00:00+00:00,50.826441,1,2024-04-18 15:00:00+02:00
2024-04-18 14:00:00+00:00,50.464135,1,2024-04-18 16:00:00+02:00
2024-04-18 15:00:00+00:00,55.122362,1,2024-04-18 17:00:00+02:00
2024-04-18 16:00:00+00:00,60.828691,1,2024-04-18 18:00:00+02:00
2024-04-18 17:00:00+00:00,70.390998,1,2024-04-18 19:00:00+02:00
2024-04-18 18:00:00+00:00,82.305278,0,2024-04-18 20:00:00+02:00
2024-04-18 19:00:00+00:00,74.212987,0,2024-04-18 21:00:00+02:00
2024-04-18 20:00:00+00:00,69.895027,0,2024-04-18 22:00:00+02:00
2024-04-18 21:00:00+00:00,64.645134,0,2024-04-18 23:00:00+02:00
2024-04-18 22:00:00+00:00,58.261388,0,2024-04-19 00:00:00+02:00
2024-04-18 23:00:00+00:00,57.6401,0,2024-04-19 01:00:00+02:00
2024-04-19 00:00:00+00:00,57.049875,0,2024-04-19 02:00:00+02:00
2024-04-19 01:00:00+00:00,56.381989,0,2024-04-19 03:00:00+02:00
2024-04-19 02:00:00+00:00,57.624567,0,2024-04-19 04:00:00+02:00
2024-04-19 03:00:00+00:00,63.759797,0,2024-04-19 05:00:00+02:00
2024-04-19 04:00:00+00:00,74.414906,0,2024-04-19 06:00:00+02:00
2024-04-19 05:00:00+00:00,91.267374,0,2024-04-19 07:00:00+02:00
2024-04-19 06:00:00+00:00,77.62419,1,2024-04-19 08:00:00+02:00
2024-04-19 07:00:00+00:00,66.897327,1,2024-04-19 09:00:00+02:00
2024-04-19 08:00:00+00:00,62.109704,1,2024-04-19 10:00:00+02:00
2024-04-19 09:00:00+00:00,59.017158,1,2024-04-19 11:00:00+02:00
2024-04-19 10:00:00+00:00,54.164838,1,2024-04-19 12:00:00+02:00
2024-04-19 11:00:00+00:00,52.637974,1,2024-04-19 13:00:00+02:00
2024-04-19 12:00:00+00:00,50.114767,1,2024-04-19 14:00:00+02:00
2024-04-19 13:00:00+00:00,50.826441,1,2024-04-19 15:00:00+02:00
2024-04-19 14:00:00+00:00,50.464135,1,2024-04-19 16:00:00+02:00
2024-04-19 15:00:00+00:00,55.122362,1,2024-04-19 17:00:00+02:00
2024-04-19 16:00:00+00:00,60.828691,1,2024-04-19 18:00:00+02:00
2024-04-19 17:00:00+00:00,70.390998,1,2024-04-19 19:00:00+02:00
2024-04-19 18:00:00+00:00,82.305278,0,2024-04-19 20:00:00+02:00
2024-04-19 19:00:00+00:00,74.212987,0,2024-04-19 21:00:00+02:00
2024-04-19 20:00:00+00:00,69.895027,0,2024-04-19 22:00:00+02:00
2024-04-19 21:00:00+00:00,64.645134,0,2024-04-19 23:00:00+02:00
2024-04-19 22:00:00+00:00,69.553318,0,2024-04-20 00:00:00+02:00
2024-04-19 23:00:00+00:00,61.911462,0,2024-04-20 01:00:00+02:00
2024-04-20 00:00:00+00:00,59.503967,0,2024-04-20 02:00:00+02:00
2024-04-20 01:00:00+00:00,57.826486,0,2024-04-20 03:00:00+02:00
2024-04-20 02:00:00+00:00,61.274641,0,2024-04-20 04:00:00+02:00
2024-04-20 03:00:00+00:00,58.525436,0,2024-04-20 05:00:00+02:00
2024-04-20 04:00:00+00:00,60.886335,0,2024-04-20 06:00:00+02:00
2024-04-20 05:00:00+00:00,65.250891,0,2024-04-20 07:00:00+02:00
2024-04-20 06:00:00+00:00,67.534128,0,2024-04-20 08:00:00+02:00
2024-04-20 07:00:00+00:00,63.15404,0,2024-04-20 09:00:00+02:00
2024-04-20 08:00:00+00:00,56.894553,0,2024-04-20 10:00:00+02:00
2024-04-20 09:00:00+00:00,54.347267,0,2024-04-20 11:00:00+02:00
2024-04-20 10:00:00+00:00,47.342232,0,2024-04-20 12:00:00+02:00
2024-04-20 11:00:00+00:00,36.811381,0,2024-04-20 13:00:00+02:00
2024-04-20 12:00:00+00:00,31.43723,0,2024-04-20 14:00:00+02:00
2024-04-20 13:00:00+00:00,30.303377,0,2024-04-20 15:00:00+02:00
2024-04-20 14:00:00+00:00,43.397046,0,2024-04-20 16:00:00+02:00
2024-04-20 15:00:00+00:00,55.154943,0,2024-04-20 17:00:00+02:00
2024-04-20 16:00:00+00:00,69.755238,0,2024-04-20 18:00:00+02:00
2024-04-20 17:00:00+00:00,72.877215,0,2024-04-20 19:00:00+02:00
2024-04-20 18:00:00+00:00,77.117513,0,2024-04-20 20:00:00+02:00
2024-04-20 19:00:00+00:00,71.867621,0,2024-04-20 21:00:00+02:00
2024-04-20 20:00:00+00:00,74.181922,0,2024-04-20 22:00:00+02:00
2024-04-20 21:00:00+00:00,69.211609,0,2024-04-20 23:00:00+02:00
2024-04-20 22:00:00+00:00,69.553318,0,2024-04-21 00:00:00+02:00
2024-04-20 23:00:00+00:00,61.911462,0,2024-04-21 01:00:00+02:00
2024-04-21 00:00:00+00:00,59.503967,0,2024-04-21 02:00:00+02:00
2024-04-21 01:00:00+00:00,57.826486,0,2024-04-21 03:00:00+02:00
2024-04-21 02:00:00+00:00,61.274641,0,2024-04-21 04:00:00+02:00
2024-04-21 03:00:00+00:00,58.525436,0,2024-04-21 05:00:00+02:00
2024-04-21 04:00:00+00:00,60.886335,0,2024-04-21 06:00:00+02:00
2024-04-21 05:00:00+00:00,65.250891,0,2024-04-21 07:00:00+02:00
2024-04-21 06:00:00+00:00,67.534128,0,2024-04-21 08:00:00+02:00
2024-04-21 07:00:00+00:00,63.15404,0,2024-04-21 09:00:00+02:00
2024-04-21 08:00:00+00:00,56.894553,0,2024-04-21 10:00:00+02:00
2024-04-21 09:00:00+00:00,54.347267,0,2024-04-21 11:00:00+02:00
2024-04-21 10:00:00+00:00,47.342232,0,2024-04-21 12:00:00+02:00
2024-04-21 11:00:00+00:00,36.811381,0,2024-04-21 13:00:00+02:00
2024-04-21 12:00:00+00:00,31.43723,0,2024-04-21 14:00:00+02:00
2024-04-21 13:00:00+00:00,30.303377,0,2024-04-21 15:00:00+02:00
2024-04-21 14:00:00+00:00,43.397046,0,2024-04-21 16:00:00+02:00
2024-04-21 15:00:00+00:00,55.154943,0,2024-04-21 17:00:00+02:00
2024-04-21 16:00:00+00:00,69.755238,0,2024-04-21 18:00:00+02:00
2024-04-21 17:00:00+00:00,72.877215,0,2024-04-21 19:00:00+02:00
2024-04-21 18:00:00+00:00,77.117513,0,2024-04-21 20:00:00+02:00
2024-04-21 19:00:00+00:00,71.867621,0,2024-04-21 21:00:00+02:00
2024-04-21 20:00:00+00:00,74.181922,0,2024-04-21 22:00:00+02:00
2024-04-21 21:00:00+00:00,69.211609,0,2024-04-21 23:00:00+02:00
2024-07-14 22:00:00+00:00,62.393449,0,2024-07-15 00:00:00+02:00
2024-07-14 23:00:00+00:00,58.553853,0,2024-07-15 01:00:00+02:00
2024-07-15 00:00:00+00:00,56.826034,0,2024-07-15 02:00:00+02:00
2024-07-15 01:00:00+00:00,56.323933,0,2024-07-15 03:00:00+02:00
